id_venta,id_cliente,id_propiedad,fecha_venta,canal_venta,estado_venta,precio_venta,comision_pct,comision_usd,descuento_pct,precio_m2,probabilidad_cierre,fecha_primera_compra,cohorte_cliente
SALE001751,CUST00170,PROP00056,2024-04-06,Referral,Cerrada,180383.0,0.04,7215.32,0.1098,1822.05,1.0,2024-04-06,2024-04
SALE001752,CUST00038,PROP00282,2024-10-16,Broker,Cerrada,134969.0,0.05,6748.45,0.0509,104.38,1.0,2023-01-11,2023-01
SALE001753,CUST00555,PROP00895,2024-05-09,Digital,Cerrada,170317.0,0.03,5109.51,0.1144,770.67,1.0,2023-05-28,2023-05
SALE001754,CUST00066,PROP00501,2023-11-05,Direct,Cerrada,464197.0,0.025,11604.92,0.0644,1326.28,1.0,2023-10-04,2023-10
SALE001755,CUST00074,PROP00049,2024-06-07,Direct,Cerrada,441825.0,0.025,11045.62,0.106,2313.22,1.0,2023-06-27,2023-06
SALE001756,CUST00081,PROP00878,2023-03-21,Direct,Cerrada,546543.0,0.025,13663.58,0.1203,2126.63,1.0,2023-03-21,2023-03
SALE001757,CUST00634,PROP00744,2024-08-03,Digital,Cancelada,412344.0,0.03,12370.32,0.1133,5425.58,0.0,2023-01-14,2023-01
SALE001758,CUST00631,PROP00490,2024-05-20,Digital,Cerrada,279794.0,0.03,8393.82,0.0641,1156.17,1.0,2022-05-25,2022-05
SALE001759,CUST00465,PROP00667,2022-01-03,Digital,Cerrada,331628.0,0.03,9948.84,0.0699,3014.8,1.0,2022-01-03,2022-01
SALE001760,CUST00048,PROP00167,2023-06-18,Digital,Cerrada,307969.0,0.03,9239.07,0.126,825.65,1.0,2023-06-18,2023-06
SALE001761,CUST00328,PROP00533,2022-10-22,Digital,Cerrada,475603.0,0.03,14268.09,0.1457,8647.33,1.0,2022-03-05,2022-03
SALE001762,CUST00617,PROP00822,2022-04-04,Broker,Cerrada,360857.0,0.05,18042.85,0.1813,2673.01,1.0,2022-04-04,2022-04
SALE001763,CUST00063,PROP00395,2024-07-18,Broker,Cerrada,398663.0,0.05,19933.15,0.2013,1215.44,1.0,2022-03-12,2022-03
SALE001764,CUST00516,PROP00036,2022-01-10,Digital,Cancelada,479369.0,0.03,14381.07,0.1734,1603.24,0.0,2023-04-11,2023-04
SALE001765,CUST00012,PROP00682,2024-03-14,Broker,Cerrada,693374.0,0.05,34668.7,0.1647,2222.35,1.0,2022-08-06,2022-08
SALE001766,CUST00523,PROP00658,2024-12-17,Broker,Cerrada,569979.0,0.05,28498.95,0.0953,2316.99,1.0,2023-02-27,2023-02
SALE001767,CUST00354,PROP00666,2023-06-10,Broker,Cerrada,276066.0,0.05,13803.3,0.079,3033.69,1.0,2022-04-05,2022-04
SALE001768,CUST00578,PROP00584,2023-02-16,Referral,En negociación,417242.0,0.04,16689.68,0.0621,5715.64,0.67,2022-10-13,2022-10
SALE001769,CUST00270,PROP00124,2023-10-30,Direct,Cancelada,207131.0,0.025,5178.28,0.0643,2655.53,0.0,2023-03-08,2023-03
SALE001770,CUST00511,PROP00104,2024-05-28,Digital,Cerrada,403667.0,0.03,12110.01,0.0404,4922.77,1.0,2022-05-07,2022-05
SALE001771,CUST00548,PROP00714,2022-09-30,Direct,Cerrada,710804.0,0.025,17770.1,0.026,1822.57,1.0,2022-09-30,2022-09
SALE001772,CUST00212,PROP00770,2022-10-10,Direct,Cerrada,272034.0,0.025,6800.85,0.137,2693.41,1.0,2022-01-10,2022-01
SALE001773,CUST00418,PROP00071,2023-10-31,Broker,Cerrada,99727.0,0.05,4986.35,0.1733,97.87,1.0,2022-11-07,2022-11
SALE001774,CUST00300,PROP00523,2024-10-30,Broker,Cerrada,156067.0,0.05,7803.35,0.1789,2295.1,1.0,2023-03-07,2023-03
SALE001775,CUST00281,PROP00451,2022-11-22,Broker,En negociación,271403.0,0.05,13570.15,0.0595,3524.71,0.67,2022-01-11,2022-01
SALE001776,CUST00520,PROP00316,2023-02-23,Broker,Cerrada,220525.0,0.05,11026.25,0.1762,1884.83,1.0,2022-10-06,2022-10
SALE001777,CUST00147,PROP00581,2024-12-23,Digital,En negociación,795101.0,0.03,23853.03,0.1304,3011.75,0.49,2022-12-01,2022-12
SALE001778,CUST00078,PROP00823,2022-07-14,Broker,Cerrada,410186.0,0.05,20509.3,0.1286,1847.68,1.0,2022-01-11,2022-01
SALE001779,CUST00313,PROP00740,2022-03-27,Direct,Cancelada,281571.0,0.025,7039.28,0.0818,1158.73,0.0,2022-11-16,2022-11
SALE001780,CUST00535,PROP00138,2023-10-15,Digital,Cerrada,830347.0,0.03,24910.41,0.1002,8303.47,1.0,2022-11-29,2022-11
SALE001781,CUST00106,PROP00417,2022-01-30,Broker,Cerrada,699767.0,0.05,34988.35,0.0911,1634.97,1.0,2022-01-30,2022-01
SALE001782,CUST00222,PROP00843,2022-07-19,Direct,Cerrada,320824.0,0.025,8020.6,0.0885,1782.36,1.0,2022-07-19,2022-07
SALE001783,CUST00434,PROP00214,2023-11-14,Direct,Cerrada,385050.0,0.025,9626.25,0.0438,3468.92,1.0,2022-01-08,2022-01
SALE001784,CUST00310,PROP00769,2023-12-23,Referral,Cancelada,608678.0,0.04,24347.12,0.1665,2158.43,0.0,2022-07-07,2022-07
SALE001785,CUST00394,PROP00442,2023-07-15,Referral,Cerrada,853582.0,0.04,34143.28,0.0426,3632.26,1.0,2022-03-29,2022-03
SALE001786,CUST00344,PROP00470,2023-03-03,Direct,En negociación,215724.0,0.025,5393.1,0.0856,1191.85,0.7,2023-10-28,2023-10
SALE001787,CUST00527,PROP00226,2023-10-03,Digital,Cancelada,460151.0,0.03,13804.53,0.1547,1386.0,0.0,2022-01-04,2022-01
SALE001788,CUST00569,PROP00828,2023-12-04,Direct,Cerrada,298285.0,0.025,7457.12,0.0236,1796.9,1.0,2023-12-04,2023-12
SALE001789,CUST00293,PROP00476,2024-05-26,Broker,Cerrada,537500.0,0.05,26875.0,0.0544,4103.05,1.0,2024-04-26,2024-04
SALE001790,CUST00281,PROP00518,2024-05-13,Digital,Cerrada,181154.0,0.03,5434.62,0.0555,2786.98,1.0,2022-01-11,2022-01
SALE001791,CUST00182,PROP00417,2023-12-30,Digital,Cerrada,740410.0,0.03,22212.3,0.0383,1729.93,1.0,2022-08-15,2022-08
SALE001792,CUST00289,PROP00081,2024-09-14,Broker,Cerrada,341271.0,0.05,17063.55,0.1333,2752.19,1.0,2024-04-27,2024-04
SALE001793,CUST00544,PROP00703,2024-07-08,Broker,Cerrada,794279.0,0.05,39713.95,0.1616,2578.83,1.0,2022-08-18,2022-08
SALE001794,CUST00327,PROP00296,2022-05-22,Broker,Cerrada,309792.0,0.05,15489.6,0.1714,1196.11,1.0,2022-05-22,2022-05
SALE001795,CUST00450,PROP00217,2024-11-14,Broker,Cerrada,215224.0,0.05,10761.2,0.0513,3311.14,1.0,2023-06-18,2023-06
SALE001796,CUST00272,PROP00704,2024-09-11,Broker,Cerrada,447965.0,0.05,22398.25,0.0717,2017.86,1.0,2022-08-11,2022-08
SALE001797,CUST00460,PROP00180,2022-12-17,Digital,En negociación,967386.0,0.03,29021.58,0.0286,3130.7,0.73,2022-10-15,2022-10
SALE001798,CUST00464,PROP00615,2022-01-25,Referral,Cancelada,380222.0,0.04,15208.88,0.0443,3520.57,0.0,2023-04-26,2023-04
SALE001799,CUST00344,PROP00427,2023-10-28,Digital,Cerrada,424516.0,0.03,12735.48,0.0789,1912.23,1.0,2023-10-28,2023-10
SALE001800,CUST00608,PROP00720,2023-04-21,Digital,Cerrada,325879.0,0.03,9776.37,0.1739,264.51,1.0,2022-04-25,2022-04
SALE001801,CUST00570,PROP00046,2024-04-01,Broker,Cerrada,316221.0,0.05,15811.05,0.1646,4791.23,1.0,2022-10-04,2022-10
SALE001802,CUST00103,PROP00698,2023-08-02,Referral,Cerrada,371884.0,0.04,14875.36,0.1042,2734.44,1.0,2022-02-09,2022-02
SALE001803,CUST00149,PROP00207,2022-03-26,Broker,Cerrada,525719.0,0.05,26285.95,0.0815,5364.48,1.0,2022-03-26,2022-03
SALE001804,CUST00621,PROP00784,2022-10-04,Broker,Cerrada,296471.0,0.05,14823.55,0.1656,1528.2,1.0,2022-10-04,2022-10
SALE001805,CUST00262,PROP00319,2024-08-31,Digital,Cerrada,267230.0,0.03,8016.9,0.0364,1406.47,1.0,2022-01-18,2022-01
SALE001806,CUST00202,PROP00007,2022-02-16,Direct,Cerrada,494907.0,0.025,12372.68,0.0706,3172.48,1.0,2022-02-16,2022-02
SALE001807,CUST00518,PROP00439,2024-03-20,Direct,Cerrada,203290.0,0.025,5082.25,0.13,1402.0,1.0,2022-08-07,2022-08
SALE001808,CUST00392,PROP00050,2022-11-16,Referral,Cerrada,702492.0,0.04,28099.68,0.0383,1533.83,1.0,2022-11-16,2022-11
SALE001809,CUST00087,PROP00243,2023-05-06,Referral,Cerrada,434669.0,0.04,17386.76,0.0842,1504.04,1.0,2022-01-11,2022-01
SALE001810,CUST00060,PROP00646,2023-08-09,Digital,Cerrada,404373.0,0.03,12131.19,0.0652,1670.96,1.0,2023-08-09,2023-08
SALE001811,CUST00526,PROP00505,2022-10-09,Digital,En negociación,352418.0,0.03,10572.54,0.1316,843.11,0.39,2022-02-14,2022-02
SALE001812,CUST00498,PROP00638,2023-12-14,Broker,Cerrada,810839.0,0.05,40541.95,0.1439,2565.95,1.0,2022-02-26,2022-02
SALE001813,CUST00230,PROP00791,2024-02-03,Broker,Cerrada,167724.0,0.05,8386.2,0.1867,695.95,1.0,2022-08-26,2022-08
SALE001814,CUST00561,PROP00422,2022-04-03,Direct,Cerrada,591094.0,0.025,14777.35,0.0939,1384.3,1.0,2022-04-03,2022-04
SALE001815,CUST00082,PROP00490,2023-02-20,Direct,Cerrada,281525.0,0.025,7038.12,0.0583,1163.33,1.0,2023-02-20,2023-02
SALE001816,CUST00565,PROP00053,2024-03-27,Broker,Cerrada,338734.0,0.05,16936.7,0.0539,5132.33,1.0,2022-02-18,2022-02
SALE001817,CUST00052,PROP00259,2024-03-06,Broker,Cerrada,719867.0,0.05,35993.35,0.0638,4284.92,1.0,2022-05-15,2022-05
SALE001818,CUST00414,PROP00652,2023-08-26,Broker,Cerrada,150369.0,0.05,7518.45,0.1941,751.84,1.0,2023-08-26,2023-08
SALE001819,CUST00548,PROP00056,2024-04-26,Digital,Cerrada,195707.0,0.03,5871.21,0.0341,1976.84,1.0,2022-09-30,2022-09
SALE001820,CUST00403,PROP00324,2022-04-23,Broker,Cerrada,441316.0,0.05,22065.8,0.1883,3502.51,1.0,2022-04-23,2022-04
SALE001821,CUST00507,PROP00123,2022-05-04,Digital,Cerrada,253164.0,0.03,7594.92,0.1835,1722.2,1.0,2022-05-04,2022-05
SALE001822,CUST00224,PROP00772,2023-12-21,Broker,Cerrada,412706.0,0.05,20635.3,0.085,2003.43,1.0,2022-03-01,2022-03
SALE001823,CUST00188,PROP00506,2024-02-03,Broker,En negociación,165100.0,0.05,8255.0,0.0521,2798.31,0.64,2022-12-18,2022-12
SALE001824,CUST00173,PROP00581,2024-06-09,Broker,Cerrada,864769.0,0.05,43238.45,0.0542,3275.64,1.0,2024-06-09,2024-06
SALE001825,CUST00076,PROP00616,2022-07-20,Referral,En negociación,505725.0,0.04,20229.0,0.048,5007.18,0.72,2022-03-01,2022-03
SALE001826,CUST00181,PROP00202,2023-07-23,Broker,Cerrada,185204.0,0.05,9260.2,0.1699,838.03,1.0,2023-07-23,2023-07
SALE001827,CUST00161,PROP00045,2023-12-25,Digital,Cerrada,230861.0,0.03,6925.83,0.1652,1171.88,1.0,2022-06-26,2022-06
SALE001828,CUST00492,PROP00358,2022-09-10,Digital,Cancelada,473715.0,0.03,14211.45,0.1749,8167.5,0.0,2023-03-11,2023-03
SALE001829,CUST00139,PROP00167,2023-07-23,Referral,Cerrada,321740.0,0.04,12869.6,0.0869,862.57,1.0,2023-02-18,2023-02
SALE001830,CUST00108,PROP00290,2023-11-28,Broker,Cerrada,264669.0,0.05,13233.45,0.1154,2084.01,1.0,2022-10-01,2022-10
SALE001831,CUST00477,PROP00288,2022-08-30,Referral,En negociación,547241.0,0.04,21889.64,0.1625,1421.41,0.58,2023-03-16,2023-03
SALE001832,CUST00350,PROP00704,2023-02-22,Broker,Cerrada,420244.0,0.05,21012.2,0.1291,1892.99,1.0,2023-02-22,2023-02
SALE001833,CUST00141,PROP00288,2022-09-01,Digital,En negociación,586839.0,0.03,17605.17,0.1019,1524.26,0.4,2022-09-26,2022-09
SALE001834,CUST00459,PROP00137,2024-09-25,Digital,Cerrada,419741.0,0.03,12592.23,0.0772,1472.78,1.0,2022-11-06,2022-11
SALE001835,CUST00141,PROP00863,2022-09-26,Direct,Cerrada,562510.0,0.025,14062.75,0.1137,2533.83,1.0,2022-09-26,2022-09
SALE001836,CUST00511,PROP00045,2022-05-07,Direct,Cerrada,240853.0,0.025,6021.33,0.1291,1222.6,1.0,2022-05-07,2022-05
SALE001837,CUST00021,PROP00184,2022-02-13,Referral,Cerrada,186184.0,0.04,7447.36,0.0735,878.23,1.0,2022-02-13,2022-02
SALE001838,CUST00384,PROP00313,2022-02-25,Direct,En negociación,390072.0,0.025,9751.8,0.0705,3940.12,0.64,2022-10-17,2022-10
SALE001839,CUST00388,PROP00057,2022-08-02,Broker,Cerrada,288517.0,0.05,14425.85,0.1602,1168.09,1.0,2022-02-13,2022-02
SALE001840,CUST00243,PROP00810,2023-11-01,Digital,Cerrada,391586.0,0.03,11747.58,0.1817,1631.61,1.0,2023-11-01,2023-11
SALE001841,CUST00448,PROP00318,2022-01-22,Broker,En negociación,342402.0,0.05,17120.1,0.0432,297.74,0.62,2023-06-06,2023-06
SALE001842,CUST00247,PROP00705,2022-11-11,Broker,Cancelada,502999.0,0.05,25149.95,0.0767,1120.27,0.0,2023-07-16,2023-07
SALE001843,CUST00425,PROP00121,2022-03-10,Digital,Cerrada,517986.0,0.03,15539.58,0.1503,2223.12,1.0,2022-02-02,2022-02
SALE001844,CUST00146,PROP00470,2023-03-21,Referral,Cerrada,214805.0,0.04,8592.2,0.0895,1186.77,1.0,2023-03-21,2023-03
SALE001845,CUST00370,PROP00114,2022-03-01,Referral,En negociación,798968.0,0.04,31958.72,0.0848,2102.55,0.61,2023-01-29,2023-01
SALE001846,CUST00492,PROP00209,2023-10-31,Referral,Cerrada,278725.0,0.04,11149.0,0.1598,691.63,1.0,2023-03-11,2023-03
SALE001847,CUST00628,PROP00367,2024-01-28,Digital,Cerrada,211901.0,0.03,6357.03,0.1533,3260.02,1.0,2023-10-16,2023-10
SALE001848,CUST00235,PROP00777,2024-03-15,Direct,Cerrada,410739.0,0.025,10268.48,0.0269,1718.57,1.0,2022-03-14,2022-03
SALE001849,CUST00308,PROP00276,2022-09-11,Direct,Cerrada,437759.0,0.025,10943.98,0.0987,2145.88,1.0,2022-09-11,2022-09
SALE001850,CUST00310,PROP00680,2024-08-14,Referral,En negociación,186668.0,0.04,7466.72,0.1494,1009.02,0.66,2022-07-07,2022-07
SALE001851,CUST00560,PROP00083,2024-01-30,Broker,Cerrada,179292.0,0.05,8964.6,0.087,1236.5,1.0,2023-09-29,2023-09
SALE001852,CUST00626,PROP00227,2022-03-08,Digital,Cerrada,316440.0,0.03,9493.2,0.1194,1255.71,1.0,2022-03-08,2022-03
SALE001853,CUST00420,PROP00544,2023-04-23,Referral,Cerrada,291465.0,0.04,11658.6,0.0779,1012.03,1.0,2022-11-25,2022-11
SALE001854,CUST00535,PROP00422,2024-04-17,Direct,Cerrada,566001.0,0.025,14150.03,0.1324,1325.53,1.0,2022-11-29,2022-11
SALE001855,CUST00055,PROP00452,2022-12-04,Broker,Cerrada,250025.0,0.05,12501.25,0.1841,859.19,1.0,2022-12-04,2022-12
SALE001856,CUST00494,PROP00611,2023-03-01,Broker,Cancelada,405473.0,0.05,20273.65,0.1861,3495.46,0.0,2024-09-13,2024-09
SALE001857,CUST00527,PROP00070,2023-11-20,Broker,Cerrada,232164.0,0.05,11608.2,0.0406,1334.28,1.0,2022-01-04,2022-01
SALE001858,CUST00465,PROP00626,2022-03-07,Broker,Cerrada,364857.0,0.05,18242.85,0.0992,4343.54,1.0,2022-01-03,2022-01
SALE001859,CUST00380,PROP00777,2024-11-23,Referral,Cerrada,402255.0,0.04,16090.2,0.047,1683.08,1.0,2022-02-14,2022-02
SALE001860,CUST00585,PROP00690,2022-07-12,Broker,Cerrada,511483.0,0.05,25574.15,0.1879,2005.82,1.0,2022-07-12,2022-07
SALE001861,CUST00425,PROP00257,2022-02-02,Broker,Cerrada,242014.0,0.05,12100.7,0.0895,1531.73,1.0,2022-02-02,2022-02
SALE001862,CUST00551,PROP00316,2022-01-07,Referral,Cerrada,240280.0,0.04,9611.2,0.1024,2053.68,1.0,2022-01-07,2022-01
SALE001863,CUST00118,PROP00866,2023-03-17,Digital,Cerrada,160279.0,0.03,4808.37,0.0858,1082.97,1.0,2022-03-03,2022-03
SALE001864,CUST00433,PROP00711,2024-09-02,Broker,Cerrada,302107.0,0.05,15105.35,0.1317,1189.4,1.0,2023-08-25,2023-08
SALE001865,CUST00285,PROP00839,2024-06-15,Digital,Cerrada,172555.0,0.03,5176.65,0.0831,1127.81,1.0,2023-12-27,2023-12
SALE001866,CUST00565,PROP00823,2024-10-05,Digital,Cerrada,387196.0,0.03,11615.88,0.1774,1744.13,1.0,2022-02-18,2022-02
SALE001867,CUST00573,PROP00391,2023-08-13,Direct,Cerrada,346857.0,0.025,8671.43,0.1727,2223.44,1.0,2023-03-23,2023-03
SALE001868,CUST00549,PROP00117,2023-05-01,Referral,Cancelada,390588.0,0.04,15623.52,0.0522,3228.0,0.0,2022-07-29,2022-07
SALE001869,CUST00141,PROP00206,2023-03-05,Direct,Cerrada,286626.0,0.025,7165.65,0.1601,1230.15,1.0,2022-09-26,2022-09
SALE001870,CUST00320,PROP00265,2022-02-26,Broker,Cerrada,348021.0,0.05,17401.05,0.2059,2577.93,1.0,2022-01-27,2022-01
SALE001871,CUST00001,PROP00752,2024-10-02,Referral,Cerrada,269797.0,0.04,10791.88,0.034,1774.98,1.0,2024-10-02,2024-10
SALE001872,CUST00637,PROP00249,2023-06-28,Digital,Cerrada,368964.0,0.03,11068.92,0.1438,1537.35,1.0,2023-06-28,2023-06
SALE001873,CUST00168,PROP00326,2023-05-08,Referral,Cerrada,251171.0,0.04,10046.84,0.0868,1008.72,1.0,2022-03-01,2022-03
SALE001874,CUST00406,PROP00767,2023-07-21,Digital,Cerrada,153317.0,0.03,4599.51,0.0462,2017.33,1.0,2023-01-27,2023-01
SALE001875,CUST00317,PROP00148,2024-05-15,Broker,Cerrada,632985.0,0.05,31649.25,0.0969,5651.65,1.0,2022-05-14,2022-05
SALE001876,CUST00589,PROP00598,2022-09-11,Broker,Cerrada,503656.0,0.05,25182.8,0.1823,4418.04,1.0,2022-09-11,2022-09
SALE001877,CUST00534,PROP00497,2024-02-23,Referral,Cerrada,414961.0,0.04,16598.44,0.0902,6287.29,1.0,2022-07-25,2022-07
SALE001878,CUST00506,PROP00887,2024-02-24,Referral,Cerrada,233134.0,0.04,9325.36,0.0933,2878.2,1.0,2022-09-14,2022-09
SALE001879,CUST00419,PROP00441,2024-07-22,Broker,Cerrada,496835.0,0.05,24841.75,0.1475,2238.0,1.0,2023-02-02,2023-02
SALE001880,CUST00078,PROP00470,2022-01-11,Digital,Cerrada,220842.0,0.03,6625.26,0.0639,1220.12,1.0,2022-01-11,2022-01
SALE001881,CUST00598,PROP00766,2022-07-07,Referral,Cerrada,226898.0,0.04,9075.92,0.0258,4448.98,1.0,2022-01-07,2022-01
SALE001882,CUST00041,PROP00893,2023-05-28,Digital,En negociación,396497.0,0.03,11894.91,0.163,2240.1,0.74,2024-08-19,2024-08
SALE001883,CUST00297,PROP00657,2024-07-23,Broker,Cerrada,305997.0,0.05,15299.85,0.1756,1353.97,1.0,2023-02-12,2023-02
SALE001884,CUST00247,PROP00629,2024-11-22,Direct,Cerrada,326803.0,0.025,8170.08,0.0624,1693.28,1.0,2023-07-16,2023-07
SALE001885,CUST00255,PROP00789,2023-10-20,Digital,Cancelada,367630.0,0.03,11028.9,0.1246,2785.08,0.0,2022-01-28,2022-01
SALE001886,CUST00636,PROP00882,2022-08-27,Referral,Cerrada,239253.0,0.04,9570.12,0.0528,3922.18,1.0,2022-07-16,2022-07
SALE001887,CUST00151,PROP00662,2022-07-24,Digital,Cerrada,373091.0,0.03,11192.73,0.1686,2627.4,1.0,2022-07-24,2022-07
SALE001888,CUST00377,PROP00264,2023-11-29,Referral,Cerrada,442952.0,0.04,17718.08,0.1736,3785.91,1.0,2022-01-28,2022-01
SALE001889,CUST00142,PROP00578,2022-08-24,Broker,Cerrada,204260.0,0.05,10213.0,0.085,1535.79,1.0,2022-08-06,2022-08
SALE001890,CUST00593,PROP00213,2023-09-05,Direct,Cerrada,646380.0,0.025,16159.5,0.0208,1592.07,1.0,2023-03-21,2023-03
SALE001891,CUST00479,PROP00451,2024-07-04,Broker,Cerrada,231548.0,0.05,11577.4,0.1976,3007.12,1.0,2023-12-14,2023-12
SALE001892,CUST00270,PROP00401,2023-03-08,Referral,Cerrada,181973.0,0.04,7278.92,0.0417,850.34,1.0,2023-03-08,2023-03
SALE001893,CUST00053,PROP00889,2023-02-25,Direct,Cerrada,660241.0,0.025,16506.03,0.1184,1688.6,1.0,2023-02-25,2023-02
SALE001894,CUST00100,PROP00499,2022-02-14,Digital,Cerrada,712392.0,0.03,21371.76,0.1774,5276.98,1.0,2022-02-14,2022-02
SALE001895,CUST00158,PROP00864,2022-10-13,Digital,Cerrada,381612.0,0.03,11448.36,0.1018,5611.94,1.0,2022-10-03,2022-10
SALE001896,CUST00265,PROP00728,2024-02-09,Broker,Cerrada,443671.0,0.05,22183.55,0.1512,1404.02,1.0,2022-01-23,2022-01
SALE001897,CUST00576,PROP00764,2023-02-03,Digital,Cerrada,555826.0,0.03,16674.78,0.0741,2821.45,1.0,2022-02-13,2022-02
SALE001898,CUST00078,PROP00153,2022-06-22,Digital,Cerrada,274225.0,0.03,8226.75,0.1482,1399.11,1.0,2022-01-11,2022-01
SALE001899,CUST00375,PROP00698,2022-04-22,Broker,Cerrada,360235.0,0.05,18011.75,0.1323,2648.79,1.0,2022-04-22,2022-04
SALE001900,CUST00226,PROP00227,2022-04-12,Broker,Cerrada,301576.0,0.05,15078.8,0.1608,1196.73,1.0,2022-04-12,2022-04
SALE001901,CUST00031,PROP00520,2023-12-23,Direct,Cerrada,354638.0,0.025,8865.95,0.0475,1634.28,1.0,2023-06-22,2023-06
SALE001902,CUST00403,PROP00438,2023-11-05,Broker,Cancelada,252396.0,0.05,12619.8,0.0659,262.09,0.0,2022-04-23,2022-04
SALE001903,CUST00458,PROP00234,2023-07-25,Broker,Cerrada,199629.0,0.05,9981.45,0.1398,2626.7,1.0,2023-07-25,2023-07
SALE001904,CUST00624,PROP00887,2023-07-03,Broker,Cerrada,226694.0,0.05,11334.7,0.1184,2798.69,1.0,2023-07-03,2023-07
SALE001905,CUST00330,PROP00788,2022-06-16,Digital,Cerrada,906267.0,0.03,27188.01,0.0405,3610.63,1.0,2022-01-13,2022-01
SALE001906,CUST00212,PROP00517,2023-07-03,Digital,Cancelada,572200.0,0.03,17166.0,0.1604,2316.6,0.0,2022-01-10,2022-01
SALE001907,CUST00556,PROP00010,2022-03-11,Referral,Cerrada,214761.0,0.04,8590.44,0.0506,1136.3,1.0,2022-03-11,2022-03
SALE001908,CUST00161,PROP00165,2024-10-17,Digital,Cerrada,264382.0,0.03,7931.46,0.1061,1564.39,1.0,2022-06-26,2022-06
SALE001909,CUST00444,PROP00205,2022-03-09,Broker,En negociación,241088.0,0.05,12054.4,0.0576,215.45,0.49,2024-04-25,2024-04
SALE001910,CUST00614,PROP00875,2023-04-08,Digital,Cerrada,650831.0,0.03,19524.93,0.1338,2542.31,1.0,2023-04-08,2023-04
SALE001911,CUST00003,PROP00364,2022-01-01,Broker,Cerrada,224904.0,0.05,11245.2,0.1455,986.42,1.0,2022-01-01,2022-01
SALE001912,CUST00602,PROP00043,2024-05-05,Referral,Cerrada,326985.0,0.04,13079.4,0.1279,1403.37,1.0,2022-03-24,2022-03
SALE001913,CUST00134,PROP00528,2022-07-02,Broker,Cerrada,269383.0,0.05,13469.15,0.2027,1340.21,1.0,2022-03-28,2022-03
SALE001914,CUST00314,PROP00856,2024-10-16,Broker,Cerrada,429830.0,0.05,21491.5,0.174,3552.31,1.0,2022-04-27,2022-04
SALE001915,CUST00168,PROP00505,2022-02-23,Digital,En negociación,392477.0,0.03,11774.31,0.0329,938.94,0.59,2022-03-01,2022-03
SALE001916,CUST00094,PROP00400,2024-06-16,Broker,Cerrada,296011.0,0.05,14800.55,0.1504,718.47,1.0,2023-02-03,2023-02
SALE001917,CUST00457,PROP00159,2023-12-20,Digital,Cerrada,557512.0,0.03,16725.36,0.1861,2949.8,1.0,2022-07-09,2022-07
SALE001918,CUST00314,PROP00791,2022-10-09,Digital,Cerrada,174993.0,0.03,5249.79,0.1514,726.11,1.0,2022-04-27,2022-04
SALE001919,CUST00332,PROP00095,2022-08-15,Direct,Cerrada,145331.0,0.025,3633.28,0.1147,995.42,1.0,2022-08-15,2022-08
SALE001920,CUST00315,PROP00841,2023-01-31,Broker,Cerrada,331175.0,0.05,16558.75,0.1041,3345.2,1.0,2022-04-28,2022-04
SALE001921,CUST00486,PROP00201,2024-06-26,Digital,En negociación,375306.0,0.03,11259.18,0.1741,2469.12,0.4,2022-11-26,2022-11
SALE001922,CUST00628,PROP00125,2024-08-06,Referral,Cerrada,276163.0,0.04,11046.52,0.0535,758.69,1.0,2023-10-16,2023-10
SALE001923,CUST00334,PROP00314,2022-07-13,Broker,En negociación,577892.0,0.05,28894.6,0.0649,1459.32,0.41,2022-07-22,2022-07
SALE001924,CUST00102,PROP00005,2023-01-25,Digital,Cerrada,314038.0,0.03,9421.14,0.1549,1447.18,1.0,2022-07-18,2022-07
SALE001925,CUST00213,PROP00013,2022-09-27,Referral,Cerrada,424820.0,0.04,16992.8,0.0523,1922.26,1.0,2022-09-27,2022-09
SALE001926,CUST00323,PROP00168,2022-05-09,Referral,Cerrada,154189.0,0.04,6167.56,0.1222,2112.18,1.0,2022-05-09,2022-05
SALE001927,CUST00068,PROP00624,2023-12-07,Direct,Cerrada,442228.0,0.025,11055.7,0.1123,2763.92,1.0,2023-03-14,2023-03
SALE001928,CUST00149,PROP00734,2023-01-16,Referral,Cerrada,398615.0,0.04,15944.6,0.0302,4635.06,1.0,2022-03-26,2022-03
SALE001929,CUST00132,PROP00223,2022-09-12,Digital,Cerrada,783973.0,0.03,23519.19,0.0504,2613.24,1.0,2022-09-12,2022-09
SALE001930,CUST00633,PROP00581,2024-08-11,Direct,Cerrada,804596.0,0.025,20114.9,0.12,3047.71,1.0,2024-07-17,2024-07
SALE001931,CUST00261,PROP00317,2024-03-31,Broker,Cerrada,256425.0,0.05,12821.25,0.1139,1432.54,1.0,2022-06-26,2022-06
SALE001932,CUST00572,PROP00390,2024-04-23,Digital,Cerrada,174688.0,0.03,5240.64,0.1399,685.05,1.0,2024-04-23,2024-04
SALE001933,CUST00359,PROP00302,2022-02-17,Referral,En negociación,229734.0,0.04,9189.36,0.0975,1109.83,0.47,2022-02-01,2022-02
SALE001934,CUST00329,PROP00803,2024-10-08,Referral,Cerrada,345652.0,0.04,13826.08,0.0709,4431.44,1.0,2023-03-11,2023-03
SALE001935,CUST00611,PROP00461,2023-10-02,Direct,Cerrada,147491.0,0.025,3687.28,0.1652,599.56,1.0,2023-07-29,2023-07
SALE001936,CUST00450,PROP00456,2023-07-07,Broker,Cerrada,845557.0,0.05,42277.85,0.048,4887.61,1.0,2023-06-18,2023-06
