cliente_id,region,dispositivo,canal_adquisicion,segmento,edad,meses_antiguedad,visitas_mes,compras_mes,tiempo_app_min,gasto_marketing,satisfaccion,usa_cupon,abandono,ticket_promedio,ingreso_generado
NR102552,Barranquilla,mobile,organico,nuevo,31.0,12,6,0,57.4,7.63,3.2,0,1,102046,101066
NR102553,Bucaramanga,desktop,social_ads,recurrente,28.0,14,7,1,69.7,11.3,2.8,0,0,102804,117612
NR102554,Bogotá,tablet,social_ads,nuevo,35.0,46,4,1,96.1,12.14,2.6,0,1,45006,173639
NR102555,Bucaramanga,mobile,paid_search,nuevo,31.0,16,9,0,64.5,68.91,,0,0,75780,156065
NR102556,Medellín,desktop,organico,recurrente,39.0,2,8,2,43.4,10.16,3.3,0,0,175277,380702
NR102557,Bogotá,mobile,organico,premium,19.0,14,6,1,87.0,17.98,4.1,0,0,174859,380669
NR102558,Bogotá,mobile,paid_search,recurrente,33.0,5,9,5,92.7,118.27,2.3,0,0,156172,967389
NR102559,Medellín,mobile,organico,premium,35.0,12,8,2,69.1,33.59,4.6,0,0,163548,519759
NR102560,Barranquilla,desktop,paid_search,nuevo,31.0,48,8,2,47.0,64.41,2.5,0,0,115477,331248
NR102561,Cali,tablet,social_ads,recurrente,32.0,10,6,3,83.4,115.53,3.0,1,0,136701,518400
NR102562,Bogotá,tablet,social_ads,recurrente,20.0,26,9,0,67.2,156.96,3.0,0,0,132869,179168
NR102563,Bogotá,mobile,organico,nuevo,37.0,14,8,2,74.3,8.04,3.8,0,0,80804,271560
NR102564,Medellín,desktop,paid_search,recurrente,40.0,35,10,2,99.6,65.17,4.7,1,0,142220,510021
NR102565,Bogotá,desktop,social_ads,recurrente,38.0,21,6,0,77.5,24.91,2.8,0,0,74274,78692
NR102566,Bogotá,mobile,email,recurrente,43.0,28,12,0,80.5,32.26,4.1,1,0,152704,111222
NR102567,Bogotá,mobile,email,recurrente,36.0,18,15,3,112.8,10.93,3.2,0,0,168681,630648
NR102568,Barranquilla,mobile,social_ads,recurrente,38.0,10,6,1,67.8,30.59,4.5,0,0,91107,279456
NR102569,Bucaramanga,tablet,paid_search,nuevo,35.0,33,6,2,103.0,123.2,3.4,0,0,56889,294844
NR102570,Medellín,desktop,paid_search,nuevo,40.0,17,11,1,56.3,37.99,2.1,1,0,139281,158052
NR102571,Bucaramanga,desktop,email,recurrente,20.0,10,13,1,58.7,35.57,2.7,0,0,105963,188758
NR102572,Medellín,mobile,organico,nuevo,26.0,8,6,0,28.1,13.78,3.2,0,0,100295,63272
NR102573,Medellín,desktop,referido,nuevo,48.0,17,8,1,78.0,3.35,3.1,1,0,112261,344298
NR102574,Bogotá,mobile,social_ads,recurrente,18.0,29,11,2,79.7,79.29,2.6,1,0,112613,349919
NR102575,Cali,mobile,social_ads,recurrente,33.0,19,10,3,60.7,35.85,2.4,1,0,58478,362074
NR102576,Bucaramanga,desktop,organico,nuevo,45.0,11,6,2,61.9,5.29,4.1,0,0,73811,347191
NR102577,Cali,mobile,social_ads,recurrente,33.0,19,5,2,110.5,52.61,1.5,0,0,116013,296585
NR102578,Medellín,desktop,paid_search,recurrente,30.0,24,11,0,79.6,42.18,3.6,1,1,125829,112225
NR102579,Cali,mobile,organico,nuevo,35.0,3,2,0,73.8,14.9,2.3,1,1,43418,36511
NR102580,Bogotá,desktop,organico,recurrente,31.0,5,10,3,56.3,12.74,5.0,0,0,120931,550190
NR102581,Bucaramanga,mobile,email,recurrente,34.0,22,9,1,76.2,63.8,1.6,1,0,160773,331997
NR102582,Medellín,mobile,social_ads,recurrente,28.0,5,4,1,65.1,48.97,1.5,0,0,126650,186502
NR102583,Medellín,mobile,paid_search,recurrente,44.0,12,12,1,94.6,49.37,3.0,0,0,159281,239519
NR102584,Cali,mobile,organico,nuevo,47.0,15,11,2,76.6,34.91,4.3,0,1,115865,275659
NR102585,Cali,tablet,social_ads,recurrente,33.0,6,7,2,91.1,86.62,5.0,0,0,91729,248878
NR102586,Bogotá,mobile,social_ads,nuevo,22.0,13,4,1,64.6,42.39,4.2,0,0,90356,141693
NR102587,Cali,desktop,social_ads,premium,29.0,15,5,1,58.9,133.85,3.9,0,1,175273,183063
NR102588,Bogotá,tablet,paid_search,premium,32.0,30,6,2,56.8,69.35,3.1,0,0,147494,413373
NR102589,Cali,mobile,paid_search,recurrente,39.0,28,9,2,43.1,37.85,2.8,0,0,157126,337103
NR102590,Barranquilla,mobile,social_ads,nuevo,25.0,17,9,1,27.6,27.73,2.8,1,0,82929,191527
NR102591,Barranquilla,desktop,organico,nuevo,27.0,9,6,3,57.4,8.79,3.2,0,0,115910,387656
NR102592,Medellín,tablet,referido,nuevo,39.0,28,3,1,47.2,20.71,3.1,1,1,118945,91695
NR102593,Medellín,tablet,social_ads,recurrente,42.0,29,6,1,45.3,49.18,3.5,0,0,143690,196909
NR102594,Bogotá,mobile,paid_search,nuevo,28.0,8,7,1,71.0,63.65,2.8,0,0,90480,152390
NR102595,Barranquilla,desktop,paid_search,recurrente,22.0,16,11,1,94.3,92.61,3.5,0,0,145014,210856
NR102596,Bogotá,mobile,email,nuevo,64.0,10,7,3,47.9,15.05,3.9,1,0,195183,640672
NR102597,Medellín,tablet,organico,premium,41.0,17,3,1,62.7,2.69,2.9,0,0,118702,304329
NR102598,Bogotá,tablet,paid_search,nuevo,32.0,7,7,2,68.8,25.68,2.4,0,1,145636,329621
NR102599,Bogotá,mobile,social_ads,premium,42.0,24,15,4,69.1,67.91,5.0,0,0,178426,853089
NR102600,Cali,mobile,paid_search,premium,33.0,18,14,3,117.8,35.28,4.2,0,0,115932,479888
NR102601,,mobile,email,recurrente,42.0,7,8,2,52.0,25.47,3.3,1,0,87715,328716
NR102602,Barranquilla,mobile,organico,recurrente,35.0,22,10,1,129.5,5.46,2.1,0,0,78568,173501
NR102603,Bogotá,desktop,email,recurrente,35.0,9,13,8,150.3,15.73,4.8,1,0,101488,1119364
NR102604,Bogotá,Mobile,organico,recurrente,33.0,3,15,4,103.9,10.54,3.7,0,0,83431,555382
NR102605,Medellín,mobile,organico,nuevo,21.0,6,5,2,63.0,12.99,,1,0,143090,386628
NR102606,Bogotá,mobile,email,nuevo,51.0,25,7,0,26.8,24.69,3.4,1,0,111882,174563
NR102607,Bogotá,tablet,social_ads,recurrente,,38,8,2,111.3,65.27,3.2,0,0,149263,504199
NR102608,Cali,desktop,paid_search,recurrente,22.0,39,7,1,44.7,19.63,2.8,0,0,73159,297042
NR102609,Bogotá,mobile,organico,recurrente,32.0,9,7,2,70.3,7.86,4.8,0,0,182221,516609
NR102610,Barranquilla,mobile,social_ads,nuevo,25.0,12,9,1,55.7,36.51,4.2,0,0,76334,94539
NR102611,Bogotá,tablet,paid_search,nuevo,34.0,10,7,2,79.5,82.28,,0,0,158299,387825
NR102612,Bogotá,desktop,referido,nuevo,40.0,14,5,1,56.5,10.72,4.1,0,1,128115,233184
NR102613,Barranquilla,mobile,referido,nuevo,43.0,5,8,0,46.8,5.27,3.5,1,0,64017,0
NR102614,Bogotá,mobile,social_ads,nuevo,41.0,9,3,2,66.8,13.92,1.9,0,1,125194,298907
NR102615,Bogotá,mobile,paid_search,nuevo,,16,6,2,99.3,55.5,4.2,1,0,111120,181821
NR102616,Medellín,mobile,paid_search,nuevo,34.0,25,10,0,68.1,69.85,3.8,0,0,73495,167842
NR102617,Bogotá,DESKTOP,social_ads,premium,38.0,17,6,1,12.0,56.12,2.9,0,0,117953,140192
NR102618,Barranquilla,tablet,organico,nuevo,18.0,12,8,0,68.9,6.99,3.7,0,0,115673,74746
NR102619,Bogotá,mobile,paid_search,recurrente,39.0,6,5,1,24.5,39.93,2.6,0,0,182499,219187
NR102620,Barranquilla,desktop,organico,nuevo,21.0,26,4,2,29.7,10.86,3.1,1,0,61470,142417
NR102621,Bucaramanga,mobile,organico,premium,52.0,4,9,4,55.4,4.58,4.3,0,0,147499,607748
NR102622,Medellín,desktop,organico,recurrente,30.0,5,5,2,78.5,7.32,3.5,0,0,66463,242638
NR102623,Bucaramanga,desktop,paid_search,nuevo,32.0,21,7,1,31.4,56.02,3.3,1,0,113599,161905
NR102624,Medellín,mobile,email,recurrente,27.0,23,9,0,85.5,59.3,1.8,1,0,127870,80760
NR102625,Bucaramanga,mobile,paid_search,recurrente,28.0,1,8,2,90.4,11.42,3.5,0,1,61124,339441
NR102626,Bogotá,desktop,paid_search,recurrente,54.0,12,3,1,31.6,36.53,4.7,0,0,113230,152346
NR102627,Cali,mobile,organico,nuevo,42.0,2,4,0,58.3,7.52,3.4,0,1,81037,17232
NR102628,Medellín,mobile,social_ads,premium,20.0,12,8,3,104.5,107.77,3.9,0,0,122683,510924
NR102629,Medellín,mobile,organico,recurrente,48.0,11,6,1,47.4,10.33,3.9,1,0,162439,248250
NR102630,Cali,tablet,social_ads,nuevo,45.0,33,3,1,77.7,86.92,3.4,1,1,71825,144014
NR102631,Cali,mobile,referido,recurrente,31.0,19,5,1,60.7,3.82,3.0,1,0,176462,189283
NR102632,Bogotá,desktop,organico,nuevo,37.0,19,4,1,38.6,,4.1,0,1,142854,250365
NR102633,Bogotá,mobile,organico,premium,34.0,30,10,1,91.2,4.07,4.0,0,0,159625,240735
NR102634,Cali,desktop,paid_search,recurrente,52.0,30,11,0,54.2,71.64,3.5,0,0,198626,195579
NR102635,Cali,mobile,referido,recurrente,27.0,15,10,0,97.5,,3.0,0,0,101851,65696
NR102636,Bucaramanga,desktop,email,nuevo,35.0,9,8,0,35.3,12.58,3.1,0,0,50358,122245
NR102637,Barranquilla,mobile,email,premium,30.0,25,9,1,98.6,4.91,4.5,0,0,191746,399989
NR102638,Bucaramanga,mobile,paid_search,recurrente,21.0,24,4,0,52.6,97.58,2.8,0,0,76871,78058
NR102639,Cali,desktop,referido,nuevo,54.0,21,5,0,66.7,23.27,5.0,0,0,136657,0
NR102640,Bogotá,mobile,organico,nuevo,23.0,15,9,0,55.1,13.76,2.7,1,0,62961,115707
NR102641,Bogotá,mobile,organico,nuevo,36.0,12,9,0,72.4,12.44,2.7,0,0,82049,194517
NR102642,Barranquilla,mobile,email,premium,18.0,30,9,2,20.1,5.81,4.8,0,0,121007,199178
NR102643,Cali,mobile,referido,nuevo,30.0,11,10,1,77.8,12.27,3.3,0,1,115631,174083
NR102644,Bogotá,desktop,organico,recurrente,38.0,8,5,0,22.1,11.74,3.7,0,0,111844,0
NR102645,Medellín,mobile,organico,nuevo,27.0,12,9,1,86.3,3.15,4.6,1,1,87870,233603
NR102646,Bucaramanga,mobile,organico,recurrente,39.0,7,5,0,39.2,8.31,3.5,0,0,127712,165998
NR102647,Medellín,desktop,organico,recurrente,32.0,24,9,1,57.8,5.57,3.6,0,0,171218,262736
NR102648,Medellín,mobile,organico,premium,44.0,15,8,2,47.0,16.26,3.5,0,0,152751,334301
NR102649,Medellín,mobile,referido,recurrente,46.0,2,2,1,51.4,24.69,2.6,0,1,85431,239896
NR102650,Bogotá,mobile,social_ads,premium,29.0,19,9,1,51.2,39.0,2.5,1,1,260199,343947
NR102651,Medellín,tablet,email,recurrente,35.0,12,11,1,75.0,19.35,,1,0,118995,254526
NR102652,Medellín,desktop,email,nuevo,36.0,14,7,2,62.2,24.71,3.0,0,0,120138,318956
NR102653,Bogotá,desktop,social_ads,nuevo,40.0,17,6,1,37.7,103.39,2.7,0,0,95433,83537
NR102654,Barranquilla,mobile,email,recurrente,34.0,10,8,2,64.1,13.8,3.2,0,0,94846,331540
NR102655,Medellín,desktop,social_ads,premium,36.0,8,7,0,44.4,25.91,3.3,1,1,143290,114630
NR102656,Barranquilla,mobile,paid_search,premium,32.0,21,11,2,103.5,45.87,4.7,1,0,184308,523078
NR102657,Barranquilla,mobile,social_ads,nuevo,35.0,5,11,3,113.2,54.57,2.4,1,1,126374,572892
NR102658,Bogotá,mobile,social_ads,nuevo,46.0,7,9,1,40.8,8.27,4.2,1,0,93973,48026
NR102659,Cali,mobile,email,nuevo,40.0,8,4,1,58.1,2.74,3.9,1,0,85783,168278
NR102660,Medellín,mobile,referido,premium,40.0,26,13,5,100.4,36.4,3.5,0,1,234093,1248121
NR102661,Bucaramanga,mobile,paid_search,premium,41.0,31,8,0,41.3,80.49,2.6,0,0,228288,81982
NR102662,Bogotá,mobile,email,recurrente,33.0,8,10,0,70.2,,3.7,0,0,155841,36926
NR102663,Cali,mobile,organico,recurrente,37.0,7,11,2,92.5,9.57,3.9,1,0,127895,304143
NR102664,Cali,desktop,email,recurrente,24.0,15,9,2,17.2,10.14,2.8,0,0,185508,395341
NR102665,Bogotá,Mobile,paid_search,recurrente,45.0,12,3,1,72.7,51.03,2.2,0,1,142361,196913
NR102666,Bogotá,desktop,organico,nuevo,18.0,24,9,0,79.4,6.72,2.9,0,1,121075,160992
NR102667,Cali,mobile,paid_search,recurrente,33.0,20,7,5,86.8,18.7,1.1,0,0,98200,647316
NR102668,Cali,desktop,social_ads,nuevo,44.0,40,7,1,44.1,67.02,3.8,1,0,119665,256097
NR102669,Bogotá,mobile,organico,nuevo,22.0,7,6,0,65.0,9.88,2.7,1,0,90136,0
NR102670,Cali,mobile,referido,premium,38.0,24,10,3,70.6,72.79,4.2,0,0,134879,585055
NR102671,Medellín,mobile,organico,recurrente,28.0,11,6,4,106.1,4.89,5.0,0,0,114116,662227
NR102672,Cali,desktop,referido,recurrente,31.0,6,6,0,74.0,42.79,2.9,0,0,136446,135376
NR102673,Bogotá,desktop,social_ads,recurrente,43.0,10,9,1,70.2,111.35,3.9,0,0,119977,53911
NR102674,Bucaramanga,mobile,paid_search,nuevo,36.0,11,8,1,48.9,33.67,3.1,0,0,115250,200641
NR102675,Bogotá,mobile,paid_search,recurrente,18.0,29,7,2,80.3,53.6,3.1,0,0,91832,258904
NR102676,Medellín,desktop,email,recurrente,25.0,4,10,2,96.4,57.72,4.7,1,1,111646,325102
NR102677,Bogotá,desktop,social_ads,recurrente,43.0,8,11,0,62.8,29.96,2.7,0,0,136996,52876
NR102678,Bogotá,mobile,social_ads,recurrente,38.0,15,6,0,63.3,37.11,3.7,0,0,139992,114006
NR102679,Medellín,mobile,paid_search,nuevo,50.0,6,9,3,71.2,138.74,3.8,1,0,131032,443258
NR102680,Bogotá,mobile,paid_search,nuevo,49.0,38,10,3,46.7,59.63,3.9,0,0,80415,329035
NR102681,Barranquilla,desktop,referido,recurrente,31.0,41,14,3,61.2,17.4,4.1,0,0,109970,522619
NR102682,Bogotá,mobile,organico,nuevo,57.0,14,6,2,69.6,8.89,3.9,1,0,78137,240109
NR102683,Medellín,tablet,paid_search,recurrente,34.0,21,5,0,84.5,53.05,2.7,0,0,150297,87322
NR102684,Medellín,mobile,paid_search,nuevo,25.0,34,8,1,45.3,23.38,3.0,0,0,90889,83338
NR102685,Bogotá,mobile,email,nuevo,28.0,13,10,0,49.3,21.48,3.4,1,0,141585,156659
NR102686,Bogotá,mobile,email,recurrente,18.0,20,13,1,89.2,44.09,1.7,1,0,132913,231426
NR102687,Medellín,tablet,paid_search,premium,48.0,5,5,2,63.8,36.05,4.3,1,0,175100,415656
NR102688,Medellín,desktop,organico,nuevo,48.0,3,4,1,60.1,17.38,2.8,0,0,195338,326049
NR102689,Medellín,mobile,organico,recurrente,25.0,26,11,2,93.6,10.63,4.3,0,0,164734,497352
NR102690,Medellín,desktop,paid_search,recurrente,32.0,13,6,3,71.8,31.62,,1,0,152073,469288
NR102691,Cali,mobile,paid_search,nuevo,35.0,41,6,0,57.2,36.74,3.6,0,0,98413,118755
NR102692,Bogotá,mobile,referido,recurrente,25.0,9,9,0,39.0,42.93,3.4,0,0,117551,52262
NR102693,Medellín,mobile,paid_search,recurrente,18.0,5,7,0,48.2,56.23,3.3,0,0,106293,68416
NR102694,Bucaramanga,mobile,organico,recurrente,32.0,24,0,0,62.8,7.36,4.3,0,1,152276,135061
NR102695,Medellín,mobile,email,premium,31.0,39,13,2,99.0,39.18,4.0,1,0,136838,500539
NR102696,Cali,tablet,paid_search,nuevo,31.0,5,6,1,66.3,4.13,3.5,0,0,115818,289485
NR102697,Bogotá,mobile,social_ads,nuevo,36.0,7,13,2,69.4,85.47,2.4,0,0,92680,238600
NR102698,Barranquilla,tablet,organico,premium,47.0,33,9,0,46.1,15.99,3.8,1,0,106615,193629
NR102699,Barranquilla,mobile,paid_search,nuevo,31.0,49,10,0,43.4,55.24,3.0,0,0,80534,25710
NR102700,Medellín,desktop,referido,recurrente,36.0,20,9,1,29.4,19.9,3.1,0,1,153710,129711
NR102701,Bucaramanga,mobile,social_ads,recurrente,41.0,8,12,0,67.5,29.91,1.8,0,0,141817,104757
NR102702,Bogotá,mobile,paid_search,nuevo,39.0,31,5,0,42.4,38.95,4.7,0,0,121061,98729
NR102703,Bogotá,mobile,social_ads,recurrente,28.0,11,14,2,95.9,69.02,2.6,1,1,127781,472215
NR102704,Barranquilla,mobile,referido,nuevo,35.0,9,7,0,80.2,13.8,3.0,0,1,109069,75545
NR102705,Barranquilla,desktop,organico,nuevo,39.0,10,6,1,46.4,10.53,2.1,0,0,87673,272009
NR102706,Bogotá,mobile,paid_search,nuevo,24.0,22,7,1,90.9,46.06,2.1,0,1,99853,325749
NR102707,Bogotá,desktop,referido,premium,45.0,15,17,1,106.7,27.17,2.6,0,0,129523,223588
NR102708,Bogotá,mobile,organico,nuevo,47.0,19,1,0,69.5,3.01,4.5,1,0,152060,193727
NR102709,Bogotá,mobile,social_ads,recurrente,27.0,25,8,0,35.5,85.79,1.8,0,0,111375,70830
NR102710,Barranquilla,mobile,social_ads,premium,36.0,12,13,1,108.4,48.88,3.3,0,0,103160,332012
NR102711,Medellín,tablet,social_ads,recurrente,40.0,27,5,0,36.2,84.17,2.9,0,0,117704,0
NR102712,Medellín,desktop,paid_search,recurrente,29.0,14,9,0,46.3,22.56,2.6,0,0,160967,158336
NR102713,Medellín,mobile,paid_search,recurrente,38.0,10,11,3,86.9,104.04,2.8,1,0,154824,581030
NR102714,Bogotá,mobile,social_ads,nuevo,35.0,4,12,5,84.7,20.57,3.4,0,0,106777,737577
NR102715,Bogotá,mobile,organico,recurrente,21.0,11,7,0,66.8,13.89,2.1,0,1,114711,59780
NR102716,Cali,tablet,paid_search,recurrente,38.0,35,3,0,63.1,71.42,4.0,0,0,197324,74916
NR102717,Bucaramanga,desktop,organico,premium,24.0,24,13,3,105.5,5.15,5.0,0,0,109726,488220
NR102718,Barranquilla,mobile,organico,premium,42.0,19,12,4,96.2,15.34,5.0,0,0,148160,786706
NR102719,Bogotá,mobile,referido,premium,28.0,6,9,2,101.7,10.52,2.3,0,0,143727,431924
NR102720,Bucaramanga,mobile,paid_search,premium,33.0,9,8,4,94.0,45.62,2.5,0,0,183435,3622864
NR102721,Barranquilla,tablet,referido,recurrente,46.0,22,6,1,57.0,9.2,2.0,0,0,139795,223659
NR102722,Barranquilla,mobile,organico,recurrente,38.0,25,7,1,60.6,6.7,3.8,0,0,74075,85444
NR102723,Medellín,desktop,social_ads,premium,24.0,24,12,4,77.9,50.25,3.7,0,0,181977,872404
NR102724,Medellín,mobile,organico,recurrente,25.0,17,6,2,45.0,5.06,5.0,0,0,33601,163318
NR102725,Bogotá,desktop,email,premium,29.0,8,11,4,84.2,22.3,4.2,1,0,187259,805515
NR102726,Bogotá,desktop,email,recurrente,38.0,25,8,0,37.4,37.71,4.1,1,0,25000,63760
NR102727,Bogotá,desktop,organico,recurrente,37.0,9,8,3,53.3,3.32,4.5,0,0,147439,572446
NR102728,Bogotá,mobile,referido,recurrente,26.0,26,6,3,52.0,9.87,2.7,1,0,120857,468656
NR102729,Medellín,desktop,organico,premium,23.0,11,9,3,105.4,10.55,3.3,0,0,95291,461821
NR102730,Barranquilla,mobile,social_ads,nuevo,37.0,39,6,1,42.4,14.66,4.6,1,0,108300,167586
NR102731,Medellín,mobile,referido,recurrente,32.0,11,9,0,81.9,30.07,1.7,0,1,127846,42649
NR102732,Bogotá,mobile,email,recurrente,53.0,10,14,0,65.7,395.57,3.1,0,0,94897,540672
NR102733,Bucaramanga,tablet,referido,nuevo,34.0,13,7,1,67.6,16.47,3.9,1,0,111150,32573
NR102734,Bucaramanga,mobile,paid_search,recurrente,50.0,8,7,1,45.5,40.0,3.7,1,0,103745,227926
NR102735,Barranquilla,desktop,organico,recurrente,23.0,7,8,2,76.9,8.55,3.1,1,0,122589,444658
NR102736,Bucaramanga,desktop,organico,recurrente,20.0,8,7,2,119.5,7.31,3.1,0,0,95533,398471
NR102737,Medellín,mobile,paid_search,nuevo,24.0,32,7,2,54.0,106.91,2.4,1,0,101414,305681
NR102738,Bucaramanga,mobile,email,recurrente,45.0,7,11,2,75.7,19.92,2.7,0,0,158285,507195
NR102739,Bogotá,mobile,organico,recurrente,50.0,11,6,1,34.1,14.01,4.7,0,0,108736,235705
NR102740,Medellín,mobile,social_ads,recurrente,27.0,51,12,1,103.6,46.74,3.5,0,0,136636,193924
NR102741,Bogotá,mobile,paid_search,nuevo,30.0,26,5,1,84.7,27.1,2.8,0,0,123160,212033
NR102742,Bogotá,mobile,paid_search,premium,23.0,26,16,0,65.7,102.14,4.2,0,0,113626,125295
NR102743,Bogotá,desktop,social_ads,recurrente,18.0,47,9,3,78.3,84.57,3.2,0,0,145334,563851
NR102744,Cali,tablet,paid_search,recurrente,40.0,13,12,5,112.7,29.6,2.9,0,0,57301,486800
NR102745,Barranquilla,mobile,email,recurrente,36.0,3,10,1,74.5,19.11,2.8,1,0,177814,345829
NR102746,Cali,mobile,organico,nuevo,34.0,24,8,4,64.2,13.46,2.5,1,0,142097,696117
NR102747,Bogotá,mobile,email,recurrente,,12,9,2,54.5,20.48,4.8,1,0,50235,250129
NR102748,Barranquilla,desktop,organico,recurrente,49.0,52,7,1,36.3,15.43,3.9,1,1,146697,181246
NR102749,Cali,desktop,organico,recurrente,29.0,2,5,2,85.5,6.9,4.0,1,0,118635,462377
NR102750,Medellín,mobile,social_ads,recurrente,39.0,7,7,3,90.0,26.04,3.1,1,0,66647,465400
NR102751,Cali,mobile,email,recurrente,21.0,9,7,0,94.1,45.5,3.1,0,0,49993,212812
NR102752,Bogotá,desktop,organico,nuevo,32.0,13,10,1,50.8,2.49,2.9,0,0,110834,244108
NR102753,Medellín,mobile,paid_search,recurrente,37.0,5,7,3,82.0,91.57,2.4,0,0,190370,710486
NR102754,Bucaramanga,mobile,social_ads,nuevo,37.0,18,5,1,60.0,24.05,4.1,1,1,156995,223805
NR102755,Bogotá,desktop,organico,nuevo,35.0,9,8,1,74.8,11.53,4.0,0,0,122481,275975
NR102756,Medellín,mobile,email,premium,38.0,27,15,1,102.4,63.57,4.2,1,0,115147,312323
NR102757,Bucaramanga,mobile,email,recurrente,24.0,34,8,2,142.9,3.88,3.5,1,0,167304,616982
NR102758,Cali,desktop,organico,recurrente,36.0,11,9,1,139.3,5.05,2.6,0,0,81317,242697
NR102759,Bogotá,desktop,paid_search,recurrente,35.0,20,9,3,89.7,78.19,3.8,0,1,117931,521961
NR102760,Bogotá,mobile,email,premium,36.0,14,11,1,111.7,13.11,3.0,1,1,216691,388813
NR102761,Bogotá,tablet,paid_search,recurrente,35.0,13,7,1,44.4,88.81,2.6,0,0,187193,295850
NR102762,Cali,mobile,social_ads,recurrente,23.0,4,9,2,73.6,88.56,2.6,0,0,73603,242144
NR102763,Medellín,desktop,organico,nuevo,22.0,13,8,1,49.1,4.73,2.8,0,0,105402,181217
NR102764,Bogotá,mobile,social_ads,premium,18.0,25,15,3,106.5,112.24,3.4,1,0,215059,882798
NR102765,Bucaramanga,desktop,organico,premium,41.0,18,8,5,102.2,19.6,4.9,0,0,33755,403626
NR102766,Medellín,tablet,email,premium,41.0,7,7,3,126.0,10.54,3.2,0,0,69594,255237
NR102767,Bogotá,mobile,paid_search,nuevo,42.0,4,7,1,42.9,45.04,,0,0,53903,121708
NR102768,Medellín,tablet,paid_search,nuevo,37.0,12,7,2,98.6,54.9,4.0,0,0,114945,272755
NR102769,Cali,desktop,email,nuevo,18.0,8,10,2,69.9,21.16,4.5,0,0,116459,324228
NR102770,Bogotá,desktop,organico,nuevo,25.0,9,7,1,51.1,5.17,3.6,0,1,155077,250609
NR102771,Bogotá,mobile,paid_search,premium,36.0,8,8,3,73.4,27.64,2.4,0,0,196828,746293
NR102772,Barranquilla,desktop,paid_search,nuevo,35.0,14,11,1,119.8,54.76,3.1,1,0,160530,443295
NR102773,Medellín,desktop,paid_search,nuevo,32.0,21,6,1,17.1,98.72,3.9,1,0,127349,197536
NR102774,Medellín,mobile,referido,nuevo,37.0,8,6,2,76.1,14.02,2.6,1,1,151155,283454
NR102775,Medellín,tablet,email,nuevo,34.0,7,9,0,88.6,35.73,4.3,1,0,138202,160440
NR102776,Bogotá,mobile,organico,nuevo,35.0,5,9,0,42.5,14.27,4.3,0,1,121936,113103
NR102777,Bogotá,mobile,social_ads,recurrente,28.0,16,7,3,87.1,30.87,4.0,1,0,199290,805943
NR102778,Medellín,mobile,social_ads,recurrente,43.0,25,18,0,76.7,25.15,,0,0,151258,184254
NR102779,Bogotá,mobile,referido,nuevo,30.0,13,4,3,109.0,,4.6,1,0,91406,417307
NR102780,Bogotá,desktop,paid_search,recurrente,22.0,21,11,1,47.8,63.23,,0,0,140280,310771
NR102781,Barranquilla,mobile,social_ads,recurrente,27.0,30,8,0,73.3,,3.9,0,0,96967,350409
NR102782,Bucaramanga,tablet,paid_search,nuevo,31.0,17,5,0,41.5,75.54,2.2,1,0,67778,0
NR102783,Barranquilla,mobile,paid_search,recurrente,43.0,7,8,2,69.5,104.13,4.1,0,0,84615,237155
NR102784,Barranquilla,mobile,paid_search,recurrente,34.0,6,8,2,66.2,48.26,3.8,0,0,129464,384322
NR102785,Bogotá,mobile,organico,recurrente,32.0,7,9,1,94.2,2.12,5.0,0,0,74301,138708
NR102786,Bucaramanga,mobile,email,recurrente,23.0,42,7,1,67.7,9.87,3.0,0,0,114793,177319
NR102787,Bogotá,tablet,paid_search,nuevo,41.0,50,8,0,29.7,21.26,4.3,0,0,93961,0
NR102788,Bucaramanga,desktop,referido,premium,28.0,11,16,9,148.6,26.47,5.0,1,0,97272,1137797
NR102789,Bucaramanga,desktop,organico,premium,33.0,29,12,3,97.6,10.22,4.0,0,0,138496,519714
NR102790,Cali,mobile,social_ads,premium,47.0,32,10,3,108.1,31.44,2.5,0,0,162648,683931
NR102791,Bucaramanga,mobile,referido,nuevo,39.0,4,14,1,93.5,5.71,3.0,0,0,147741,297183
NR102792,Cali,mobile,social_ads,premium,19.0,41,7,1,30.2,33.1,3.7,1,0,104842,42395
NR102793,Bogotá,mobile,email,premium,18.0,12,13,4,126.8,29.04,5.0,0,0,195535,963635
NR102794,Medellín,mobile,email,premium,33.0,11,8,2,98.0,17.06,4.2,0,0,193213,462538
NR102795,Cali,desktop,paid_search,nuevo,23.0,5,9,1,81.6,41.07,3.3,0,0,94923,251651
NR102796,Bogotá,mobile,social_ads,recurrente,40.0,43,7,1,70.1,57.21,4.0,0,0,192166,264192
NR102797,Cali,desktop,organico,premium,34.0,15,6,2,74.7,6.72,4.6,0,0,168000,502778
NR102798,Bucaramanga,mobile,social_ads,recurrente,35.0,40,11,1,101.9,124.89,4.1,1,0,134981,386095
NR102799,Bogotá,mobile,organico,recurrente,28.0,31,11,1,106.5,16.0,2.6,0,0,105659,214822
NR102800,Barranquilla,desktop,email,premium,50.0,11,11,1,88.2,9.07,4.6,1,0,88441,304688
NR102801,Bucaramanga,mobile,social_ads,recurrente,60.0,15,9,1,84.1,103.01,4.4,0,0,99270,167292
NR102802,Bucaramanga,desktop,paid_search,recurrente,31.0,8,10,1,77.7,47.47,5.0,0,0,98771,210800
NR102803,Bucaramanga,mobile,organico,recurrente,37.0,9,13,1,135.8,12.27,3.7,1,0,93759,296299
