ID_Pedido,Fecha_pedido,ID_Cliente,Segmento_Cliente,Pais,Region,Ciudad,Categoria_Producto,Producto,Canal,Campaña,Estación,Unidades,Descuento_pct,Ingresos,Costo,Ganancia
ORD-202511-08259,27/11/2025,CLI-5881,Estandar,Peru,Sierra,Arequipa,Hogar,Lampara,Online,Black Friday,Primavera,1,0.2171734958219441,49.71101511487518,34.226860720574685,15.484154394300496
ORD-202409-08260,09/09/2024,CLI-1452,Basico,Mexico,Centro,Puebla,Deportes,Mancuernas,Online,Siempre activo,Primavera,1,0.08238584106580467,51.12,36.62071194046727,14.50228414244691
ORD-202501-08261,20/01/2025,CLI-7936,Estandar,Chile,Norte,Antofagasta,Hogar,Aspiradora,Online,Siempre activo,Verano,1,0.09860413553942732,207.76695899636263,140.57079457977576,67.19616441658687
ORD-202403-08262,02/03/2024,CLI-4895,Premium,Peru,Costa,Trujillo,Hogar,Aspiradora,Online,Siempre activo,Otoño,4,0.0,1130.4162769412794,771.1393412204172,359.2769357208622
ORD-202505-08263,29/05/2025,CLI-5111,Premium,Peru,Sierra,Cusco,Electronica,Tablet,Online,Black Friday,Otoño,1,0.17754045950947644,368.30732105360596,267.12692536038946,101.1803956932165
ORD-202503-08264,05/03/2025,CLI-8644,Estandar,Colombia,Andina,Bogotá,Electronica,Smartwatch,Tienda,Siempre activo,Otoño,2,0.1253045976489191,320.6552971317167,210.6318825194482,110.02341461226848
ORD-202508-08265,02/08/2025,CLI-3636,Premium,Peru,Costa,Lima,Hogar,Cafetera,Tienda,Siempre activo,Invierno,1,0.028206659001277088,127.74321517687696,84.7952625428428,42.94795263403415
ORD-202506-08266,20/06/2025,CLI-9778,Estandar,Chile,Centro,Valparaíso,Moda,Chaqueta,Tienda,Back to School,Invierno,5,0.11493734804655964,543.6363421340756,309.87271501642306,233.7636271176525
ORD-202511-08267,21/11/2025,CLI-4345,Basico,Peru,Costa,Trujillo,Electronica,Parlante,Tienda,Temporada baja,Primavera,1,0.08867875750918705,121.12587803465544,86.54999347290742,34.575884561748026
ORD-202405-08268,20/05/2024,CLI-4579,Premium,Peru,Sierra,Cusco,Hogar,Aspiradora,Tienda,Siempre activo,Otoño,5,0.05664558450776942,1209.631368453515,796.1570615821128,413.4743068714023
ORD-202410-08269,26/10/2024,CLI-4456,Basico,Peru,Costa,Trujillo,Deportes,Guantes,Tienda,Siempre activo,Primavera,1,0.00996593929724026,34.44,23.824003387736095,10.613075277246704
ORD-202511-08270,05/11/2025,CLI-4487,Premium,Peru,Sierra,Arequipa,Moda,Chaqueta,Online,Back to School,Primavera,5,0.08686731638715425,855.7440944701488,515.2370877074709,340.50700676267786
ORD-202411-08271,06/11/2024,CLI-6709,Estandar,Colombia,Andina,Medellín,Moda,Chaqueta,Online,Back to School,Primavera,3,0.12005608990083728,432.6244374109588,255.40731109813188,177.21712631282693
ORD-202504-08272,15/04/2025,CLI-2911,Estandar,Peru,Sierra,Cusco,Moda,Zapatillas,Online,Siempre activo,Otoño,1,0.0224600778618826,124.2800638411258,74.6103185012258,49.66974533989999
ORD-202501-08273,27/01/2025,CLI-3080,Estandar,Mexico,Centro,Puebla,Deportes,Cuerda,Tienda,Siempre activo,Verano,1,0.0,20.13255957874005,12.954489813519178,7.178069765220872
ORD-202510-08274,03/10/2025,CLI-6454,Premium,Peru,Costa,Lima,Deportes,Cuerda,Online,Siempre activo,Primavera,1,0.03777484631183372,21.96,14.18872644645521,7.77078026604342
ORD-202503-08275,20/03/2025,CLI-5757,Estandar,Chile,Sur,Concepción,Hogar,Cafetera,Online,Siempre activo,Otoño,1,0.05156363784468659,115.94079301865713,76.1988878865232,39.74190513213394
ORD-202406-08276,20/06/2024,CLI-9156,Estandar,Peru,Sierra,Arequipa,Hogar,Lampara,Online,Siempre activo,Invierno,2,0.06423749861635925,94.64,65.00266834740275,29.63541086798989
ORD-202507-08277,29/07/2025,CLI-7699,Estandar,Colombia,Andina,Medellín,Moda,Jeans,Online,Black Friday,Invierno,1,0.16692292183726237,52.070681484134376,31.358848871719896,20.71183261241448
ORD-202401-08278,31/01/2024,CLI-7993,Estandar,Chile,Centro,Santiago,Deportes,Cuerda,Online,Navidad,Verano,2,0.13518829932527504,31.272232405926246,21.194641589303227,10.077590816623019
ORD-202402-08279,16/02/2024,CLI-5519,Estandar,Peru,Sierra,Arequipa,Moda,Zapatillas,Online,Back to School,Verano,1,0.05133142065981863,118.70145101275574,73.9983440545367,44.70310695821904
ORD-202405-08280,09/05/2024,CLI-1342,Estandar,Chile,Sur,Concepción,Hogar,Cafetera,Online,Siempre activo,Otoño,1,0.012345915246325063,134.76444704574297,87.41406282758624,47.350384218156734
ORD-202412-08281,17/12/2024,CLI-2617,Estandar,Peru,Costa,Trujillo,Deportes,Bicicleta,Tienda,Siempre activo,Verano,1,0.0,558.79,368.8930125432963,189.8987891735385
ORD-202509-08282,13/09/2025,CLI-8768,Estandar,Colombia,Andina,Medellín,Deportes,Mancuernas,Online,Siempre activo,Primavera,2,0.023078428179441703,123.96644047062559,83.64552368082364,40.32091678980194
ORD-202508-08283,03/08/2025,CLI-8775,Estandar,Peru,Costa,Trujillo,Moda,Chaqueta,Online,Siempre activo,Invierno,1,0.0178224921466551,118.84,76.35503862049664,42.485507244274984
ORD-202402-08284,27/02/2024,CLI-8958,Basico,Chile,Sur,Concepción,Electronica,Parlante,Online,Back to School,Verano,1,0.036077507400047136,142.4954400955138,97.32628773406192,45.16915236145188
ORD-202404-08285,15/04/2024,CLI-5354,Estandar,Peru,Sierra,Cusco,Moda,Zapatillas,Online,Black Friday,Otoño,1,0.2129312280201723,104.42959625442144,69.96782949046236,34.461766763959076
ORD-202411-08286,25/11/2024,CLI-2478,Premium,Chile,Sur,Concepción,Deportes,Bicicleta,Online,Siempre activo,Primavera,1,0.020680400959968852,672.6206820283936,443.48920557975225,229.13147644864137
ORD-202511-08287,13/11/2025,CLI-9331,Estandar,Peru,Sierra,Arequipa,Electronica,Audifonos,Online,Siempre activo,Primavera,2,0.07378070008058643,253.1522338625684,173.40633498018957,79.74589888237884
ORD-202501-08288,17/01/2025,CLI-1069,Estandar,Colombia,Pacífico,Cali,Moda,Chaqueta,Tienda,Siempre activo,Verano,2,0.02714055241367182,318.1945471640587,188.83466309840756,129.35988406565113
ORD-202406-08289,10/06/2024,CLI-3716,Estandar,Chile,Norte,Antofagasta,Hogar,Cafetera,Online,Temporada baja,Invierno,1,0.07543578294662581,110.09,69.37354076542863,40.71526414873941
ORD-202410-08290,12/10/2024,CLI-3818,Basico,Peru,Costa,Trujillo,Deportes,Mancuernas,Tienda,Siempre activo,Primavera,1,0.05804823751503126,66.77644740055007,46.915772926281875,19.860674474268194
ORD-202403-08291,11/03/2024,CLI-1864,Estandar,Colombia,Caribe,Barranquilla,Deportes,Mancuernas,Online,Siempre activo,Otoño,1,0.07138286212049613,63.40,46.27890198766764,17.116854159822267
ORD-202503-08292,29/03/2025,CLI-7080,Estandar,Colombia,Pacífico,Cali,Deportes,Bicicleta,Online,Navidad,Otoño,1,0.14200058734194804,434.0270575313919,304.0687789883706,129.95827854302132
ORD-202507-08293,20/07/2025,CLI-5528,Premium,Mexico,Centro,Puebla,Electronica,Parlante,Online,Siempre activo,Invierno,1,0.05053452191681357,112.80,84.59762229208974,28.19920743069659
ORD-202501-08294,31/01/2025,CLI-3662,Estandar,Peru,Costa,Lima,Deportes,Bicicleta,Tienda,Black Friday,Verano,2,0.20126689343674334,887.2562217737811,600.921276259028,286.33494551475314
ORD-202505-08295,29/05/2025,CLI-8858,Basico,Mexico,Centro,CDMX,Moda,Bolso,Online,Siempre activo,Otoño,1,0.013351511631116433,79.30,45.24212052637467,34.061648343571925
ORD-202401-08296,26/01/2024,CLI-5825,Basico,Colombia,Andina,Bogotá,Electronica,Audifonos,Online,Siempre activo,Verano,1,0.006042364384980743,123.31171593905393,84.07788021537961,39.23383572367432
ORD-202411-08297,08/11/2024,CLI-2791,Premium,Mexico,Occidente,Guadalajara,Moda,Bolso,Online,Siempre activo,Primavera,2,0.055268874098422176,205.42,133.7841661702068,71.63532440330064
ORD-202405-08298,05/05/2024,CLI-6807,Estandar,Peru,Costa,Lima,Moda,Bolso,Online,Siempre activo,Otoño,3,0.10039248835959687,265.33704831877367,172.78404398236833,92.55300433640534
ORD-202502-08299,11/02/2025,CLI-9307,Premium,Peru,Sierra,Cusco,Moda,Bolso,Tienda,Temporada baja,Verano,1,0.07363011627797426,119.53084281558483,71.81177395018352,47.71906886540131
ORD-202507-08300,18/07/2025,CLI-2033,Estandar,Peru,Sierra,Cusco,Moda,Zapatillas,Online,Siempre activo,Invierno,1,0.0,84.45977768651626,48.34375086640579,36.11602682011047
ORD-202407-08301,16/07/2024,CLI-9599,Premium,Peru,Costa,Trujillo,Electronica,Parlante,Tienda,Siempre activo,Invierno,1,0.06406759007344279,129.5538429443917,87.69989001591213,41.85395292847957
ORD-202407-08302,06/07/2024,CLI-5274,Basico,Peru,Costa,Lima,Electronica,Parlante,Online,Siempre activo,Invierno,1,0.029804382590669122,107.19133976229088,71.18260279981354,36.00873696247734
ORD-202511-08303,28/11/2025,CLI-6059,Estandar,Peru,Sierra,Cusco,Moda,Jeans,Online,Temporada baja,Primavera,1,0.05,81.106592697928,48.9473762855622,32.159216412365794
ORD-202512-08304,16/12/2025,CLI-5277,Basico,Mexico,Occidente,Guadalajara,Hogar,Cafetera,Online,Navidad,Verano,1,0.10968503144504287,100.45412006266614,64.4806531093544,35.97346695331173
ORD-202504-08305,28/04/2025,CLI-4449,Estandar,Colombia,Andina,Medellín,Moda,Bolso,Online,Siempre activo,Otoño,1,0.023839016894977163,88.26958092549602,52.97680190152562,35.2927790239704
ORD-202503-08306,25/03/2025,CLI-2427,Basico,Peru,Costa,Trujillo,Electronica,Tablet,Online,Back to School,Otoño,2,0.05392944138860152,569.54,394.5100663009488,175.03164433503957
ORD-202506-08307,06/06/2025,CLI-7749,Basico,Peru,Costa,Trujillo,Electronica,Tablet,Tienda,Navidad,Invierno,4,0.0871379720330813,1035.75,682.6690342979409,353.07857340444684
ORD-202412-08308,19/12/2024,CLI-5046,Estandar,Peru,Sierra,Cusco,Deportes,Guantes,Tienda,Back to School,Verano,1,0.07397534184254807,38.31245616709032,26.522190159411476,11.790266007678841
ORD-202510-08309,19/10/2025,CLI-5655,Estandar,Mexico,Centro,Puebla,Moda,Jeans,Tienda,Siempre activo,Primavera,1,0.08421127393232733,69.32846578930769,43.043463457707894,26.28500233159979
ORD-202508-08310,19/08/2025,CLI-6714,Premium,Chile,Centro,Santiago,Hogar,Cafetera,Online,Siempre activo,Invierno,5,0.06518066162778102,585.2107047965176,376.31195113684186,208.89875365967572
ORD-202404-08311,09/04/2024,CLI-4607,Estandar,Mexico,Occidente,Guadalajara,Deportes,Bicicleta,Online,Black Friday,Otoño,1,0.2254372082367215,398.40754552888666,258.61172639330863,139.79581913557803
ORD-202509-08312,07/09/2025,CLI-8022,Basico,Peru,Sierra,Cusco,Hogar,Cafetera,Tienda,Navidad,Primavera,1,0.09409252672442942,130.78,84.08435787583691,46.69820660020308
ORD-202507-08313,11/07/2025,CLI-4826,Estandar,Mexico,Centro,Puebla,Electronica,Tablet,Online,Back to School,Invierno,1,0.0734307832195801,250.08568495298832,172.84464303806482,77.2410419149235
ORD-202507-08314,09/07/2025,CLI-1710,Estandar,Colombia,Andina,Bogotá,Hogar,Cafetera,Online,Siempre activo,Invierno,2,0.04735468629280873,197.65131543781246,120.56730241706559,77.08401302074687
ORD-202410-08315,04/10/2024,CLI-1358,Basico,Colombia,Andina,Bogotá,Hogar,Cafetera,Online,Siempre activo,Primavera,1,0.045150618977140636,125.11,79.23543234623233,45.87456010387315
ORD-202511-08316,23/11/2025,CLI-3032,Basico,Mexico,Centro,Puebla,Deportes,Guantes,Online,Siempre activo,Primavera,4,0.07741938039096607,123.5387238690096,79.94442952257899,43.594294346430615
ORD-202511-08317,29/11/2025,CLI-7576,Estandar,Colombia,Caribe,Barranquilla,Moda,Zapatillas,Online,Siempre activo,Primavera,1,0.03478645933066786,107.67275836633976,67.52165461514707,40.15110375119269
ORD-202509-08318,17/09/2025,CLI-8883,Premium,Mexico,Centro,Puebla,Hogar,Cafetera,Online,Siempre activo,Primavera,4,0.04724242528394378,484.09296055808016,320.7857292424536,163.30723131562655
ORD-202505-08319,05/05/2025,CLI-6608,Premium,Peru,Sierra,Arequipa,Deportes,Bicicleta,Online,Siempre activo,Otoño,2,0.03188674249144452,1311.25,937.4928279966989,373.75975534814506
ORD-202409-08320,11/09/2024,CLI-2068,Basico,Colombia,Caribe,Barranquilla,Hogar,Cafetera,Tienda,Siempre activo,Primavera,1,0.10492079545963376,114.52722735362423,72.56600762947542,41.961219724148805
ORD-202501-08321,15/01/2025,CLI-2768,Estandar,Colombia,Pacífico,Cali,Hogar,Licuadora,Online,Siempre activo,Verano,2,0.030244673668686987,178.0932946958328,119.36915211117687,58.72414258465594
ORD-202506-08322,25/06/2025,CLI-7435,Estandar,Chile,Centro,Santiago,Electronica,Audifonos,Online,Siempre activo,Invierno,1,0.09310408306397641,86.80755235019605,57.76627401676119,29.04127833343486
ORD-202409-08323,20/09/2024,CLI-6855,Estandar,Peru,Sierra,Arequipa,Deportes,Mancuernas,Online,Siempre activo,Primavera,1,0.05428309451870651,68.29306716226606,47.124091874133896,21.16897528813216
ORD-202509-08324,01/09/2025,CLI-6976,Estandar,Peru,Costa,Trujillo,Electronica,Smartwatch,Online,Siempre activo,Primavera,2,0.05286505672191813,375.414014238573,281.56051067892975,93.85350355964323
ORD-202411-08325,24/11/2024,CLI-7827,Estandar,Peru,Costa,Lima,Moda,Jeans,Online,Siempre activo,Primavera,2,0.044658989047949446,167.86990656968388,100.42034279400752,67.44956377567635
ORD-202404-08326,24/04/2024,CLI-7976,Estandar,Peru,Sierra,Arequipa,Deportes,Mancuernas,Online,Back to School,Otoño,1,0.09389718044390527,57.37236438526288,39.78642139451237,17.58594299075051
ORD-202410-08327,02/10/2024,CLI-8233,Estandar,Peru,Costa,Trujillo,Deportes,Mancuernas,Online,Navidad,Primavera,2,0.1347768689606899,126.39340690635633,83.21550371959444,43.177903186761895
ORD-202505-08328,02/05/2025,CLI-4238,Basico,Colombia,Andina,Bogotá,Hogar,Lampara,Online,Navidad,Otoño,1,0.11611716133379911,48.65150449717127,33.36133086235463,15.29017363481664
ORD-202410-08329,07/10/2024,CLI-8511,Premium,Chile,Sur,Concepción,Deportes,Guantes,Tienda,Navidad,Primavera,1,0.13805203079000822,36.01400216587648,23.155159164444107,12.85884300143237
ORD-202410-08330,01/10/2024,CLI-9953,Basico,Colombia,Andina,Bogotá,Hogar,Lampara,Tienda,Back to School,Primavera,2,0.10827112042813633,100.76699923424627,62.2503293554164,38.51666987882987
ORD-202512-08331,19/12/2025,CLI-4883,Estandar,Peru,Sierra,Arequipa,Moda,Jeans,Tienda,Siempre activo,Verano,3,0.06667439344610283,258.9369069623668,147.59403696854906,111.34286999381771
ORD-202411-08332,23/11/2024,CLI-2327,Estandar,Mexico,Norte,Monterrey,Hogar,Cafetera,Tienda,Back to School,Primavera,2,0.05637575563208415,257.2419632609244,163.48908113175378,93.75288212917064
ORD-202407-08333,29/07/2024,CLI-2736,Basico,Peru,Sierra,Cusco,Deportes,Guantes,Online,Siempre activo,Invierno,1,0.08586752255279562,23.87,16.167320695286254,7.701196823855863
ORD-202512-08334,27/12/2025,CLI-7647,Basico,Peru,Sierra,Arequipa,Electronica,Audifonos,Online,Siempre activo,Verano,1,0.07267420837091346,116.2946904061895,80.35411742622992,35.94057297995958
ORD-202507-08335,05/07/2025,CLI-7385,Estandar,Colombia,Andina,Medellín,Hogar,Aspiradora,Online,Siempre activo,Invierno,1,0.073219478493222,171.1213222247812,113.9627537721253,57.15856845265591
ORD-202401-08336,26/01/2024,CLI-4579,Basico,Colombia,Pacífico,Cali,Deportes,Mancuernas,Online,Siempre activo,Verano,1,0.0006894801413258947,64.66342720400004,40.959251849274665,23.70417535472538
ORD-202401-08337,27/01/2024,CLI-5872,Premium,Peru,Costa,Lima,Deportes,Bicicleta,Online,Siempre activo,Verano,1,0.0761580469948823,625.2207700245601,432.6081606798606,192.61260934469954
ORD-202512-08338,02/12/2025,CLI-5832,Basico,Peru,Sierra,Cusco,Hogar,Licuadora,Online,Siempre activo,Verano,2,0.03688727608766072,177.87,118.6992947762742,59.17504447085949
ORD-202403-08339,23/03/2024,CLI-5478,Basico,Colombia,Caribe,Barranquilla,Moda,Jeans,Online,Navidad,Otoño,2,0.08681852552790764,124.77600381407194,75.85856040079236,48.917443413279585
ORD-202511-08340,12/11/2025,CLI-7387,Estandar,Peru,Costa,Trujillo,Deportes,Mancuernas,Online,Siempre activo,Primavera,1,0.061173995703765666,66.9104356416034,43.14786419007392,23.76257145152948
ORD-202502-08341,16/02/2025,CLI-2699,Estandar,Chile,Norte,Antofagasta,Hogar,Lampara,Online,Black Friday,Verano,1,0.2022047673277544,51.89,34.24040764928913,17.652648398377025
ORD-202406-08342,15/06/2024,CLI-4060,Basico,Chile,Centro,Valparaíso,Deportes,Guantes,Online,Black Friday,Invierno,1,0.27307863908839863,19.43,13.063330529232843,6.366502527725924
ORD-202511-08343,30/11/2025,CLI-6262,Basico,Chile,Norte,Antofagasta,Deportes,Cuerda,Online,Navidad,Primavera,1,0.18345696501373537,15.599218429368301,10.023927875417685,5.575290553950616
ORD-202406-08344,17/06/2024,CLI-3256,Premium,Mexico,Centro,CDMX,Deportes,Mancuernas,Online,Navidad,Invierno,1,0.09884097147439734,55.842080034857986,40.76471842544633,15.077361609411653
ORD-202408-08345,16/08/2024,CLI-2868,Premium,Mexico,Norte,Monterrey,Deportes,Cuerda,Tienda,Siempre activo,Invierno,1,0.10556344149948013,14.32,9.236413488231905,5.081395761090791
ORD-202508-08346,31/08/2025,CLI-7993,Estandar,Chile,Sur,Concepción,Moda,Chaqueta,Online,Back to School,Invierno,1,0.05621438906161999,114.78638798696085,71.4110541553593,43.37533383160155
ORD-202501-08347,01/01/2025,CLI-3962,Basico,Peru,Costa,Trujillo,Moda,Chaqueta,Online,Siempre activo,Verano,1,0.016108167942787945,167.95,99.37802295024038,68.56719776549754
ORD-202506-08348,11/06/2025,CLI-3844,Premium,Chile,Sur,Concepción,Hogar,Lampara,Tienda,Siempre activo,Invierno,1,0.03389571638190486,56.90871423448494,38.51632250504534,18.392391729439602
ORD-202510-08349,08/10/2025,CLI-8048,Estandar,Peru,Sierra,Cusco,Moda,Zapatillas,Tienda,Temporada baja,Primavera,1,0.12958146226107758,110.03,65.87615646271844,44.156193268076606
ORD-202506-08350,21/06/2025,CLI-7186,Premium,Chile,Centro,Valparaíso,Deportes,Mancuernas,Online,Black Friday,Invierno,5,0.2635277376871141,223.96303850269513,143.3254878191383,80.63755068355684
ORD-202506-08351,07/06/2025,CLI-5534,Estandar,Peru,Sierra,Cusco,Deportes,Mancuernas,Tienda,Siempre activo,Invierno,1,0.05012123827808206,52.82,33.27520459293707,19.542580475217015
ORD-202403-08352,12/03/2024,CLI-5574,Basico,Peru,Costa,Trujillo,Electronica,Tablet,Tienda,Siempre activo,Otoño,2,0.07306380167086172,671.9430956684333,480.8225778943936,191.12051777403974
ORD-202510-08353,06/10/2025,CLI-8614,Basico,Mexico,Occidente,Guadalajara,Electronica,Parlante,Online,Siempre activo,Primavera,1,0.11212048962032545,121.64049861471479,83.90068295672472,37.739815657990064
ORD-202404-08354,15/04/2024,CLI-5583,Premium,Mexico,Centro,Puebla,Deportes,Cuerda,Tienda,Siempre activo,Otoño,1,0.016439604674621716,20.85,14.101890945252746,6.753025755541314
ORD-202511-08355,19/11/2025,CLI-7521,Basico,Peru,Costa,Lima,Moda,Bolso,Online,Temporada baja,Primavera,4,0.09541174308079359,326.0148553879014,187.17507364383894,138.83978174406244
ORD-202410-08356,08/10/2024,CLI-5251,Estandar,Chile,Sur,Concepción,Hogar,Cafetera,Online,Back to School,Primavera,1,0.1106657779261882,125.00710679942152,82.61740188827284,42.389704911148684
ORD-202405-08357,12/05/2024,CLI-4905,Estandar,Mexico,Centro,CDMX,Electronica,Tablet,Online,Temporada baja,Otoño,1,0.1272427684097916,271.3603514559281,189.39467280644087,81.96567864948722
ORD-202506-08358,17/06/2025,CLI-8413,Basico,Colombia,Caribe,Barranquilla,Hogar,Aspiradora,Tienda,Siempre activo,Invierno,5,0.06310597986322053,680.55,439.0585479736529,241.49253280720933
ORD-202409-08359,25/09/2024,CLI-2199,Premium,Colombia,Andina,Bogotá,Electronica,Audifonos,Online,Siempre activo,Primavera,1,0.05700309889072723,135.78,93.12807228546484,42.648931735302625
ORD-202502-08360,15/02/2025,CLI-7991,Estandar,Chile,Centro,Santiago,Moda,Zapatillas,Online,Siempre activo,Verano,2,0.004409810293188515,254.7002427948086,152.93946605791376,101.76077673689483
ORD-202511-08361,03/11/2025,CLI-8175,Estandar,Chile,Norte,Antofagasta,Moda,Bolso,Online,Temporada baja,Primavera,2,0.1256669538620908,159.31,100.026920178261,59.285548707085994
ORD-202509-08362,10/09/2025,CLI-7619,Estandar,Colombia,Pacífico,Cali,Hogar,Aspiradora,Online,Temporada baja,Primavera,5,0.0899905252061803,1067.3923848365964,713.1010690578673,354.2913157787291
ORD-202401-08363,18/01/2024,CLI-8522,Premium,Mexico,Norte,Monterrey,Moda,Jeans,Online,Siempre activo,Verano,2,0.01592232220744861,194.76408755422509,123.95350443293935,70.81058312128573
ORD-202404-08364,26/04/2024,CLI-2646,Estandar,Mexico,Occidente,Guadalajara,Moda,Bolso,Online,Siempre activo,Otoño,2,0.07317821471251038,170.1457472328267,96.98307592271121,73.16267131011548
ORD-202405-08365,23/05/2024,CLI-7352,Estandar,Mexico,Norte,Monterrey,Hogar,Cafetera,Tienda,Siempre activo,Otoño,2,0.09603504737057314,218.74,137.68350769358963,81.05824399010842
ORD-202512-08366,17/12/2025,CLI-7695,Estandar,Peru,Sierra,Arequipa,Hogar,Aspiradora,Tienda,Siempre activo,Verano,1,0.048190801954047464,217.34,154.31453868919283,63.02988199981115
ORD-202507-08367,04/07/2025,CLI-4748,Basico,Mexico,Centro,Puebla,Deportes,Bicicleta,Online,Navidad,Invierno,2,0.08925409721650544,623.3909806892216,413.554218863051,209.83676182617057
ORD-202510-08368,27/10/2025,CLI-1104,Premium,Peru,Costa,Lima,Electronica,Tablet,Online,Siempre activo,Primavera,1,0.04179357208943097,437.27295082080144,286.93464997647817,150.33830084432327
ORD-202511-08369,18/11/2025,CLI-9980,Basico,Peru,Sierra,Cusco,Electronica,Audifonos,Tienda,Siempre activo,Primavera,2,0.019426725164228997,247.98716305359892,177.6373816111764,70.34978144242251
ORD-202502-08370,25/02/2025,CLI-7786,Premium,Colombia,Andina,Bogotá,Electronica,Smartwatch,Tienda,Siempre activo,Verano,1,0.07998230671635714,202.73,142.59750606101989,60.13193887362132
ORD-202501-08371,03/01/2025,CLI-8864,Estandar,Peru,Costa,Trujillo,Moda,Bolso,Online,Navidad,Verano,2,0.16746085386186846,192.2358616378418,117.43036843140737,74.80549320643442
ORD-202510-08372,07/10/2025,CLI-5679,Estandar,Peru,Costa,Lima,Electronica,Parlante,Online,Temporada baja,Primavera,1,0.11146389134150064,154.09,106.93807308873201,47.154347591762445
ORD-202507-08373,11/07/2025,CLI-3060,Premium,Mexico,Norte,Monterrey,Electronica,Audifonos,Online,Temporada baja,Invierno,1,0.10831850806015444,86.60548421424997,61.37826749287762,25.22721672137235
ORD-202402-08374,19/02/2024,CLI-4621,Basico,Colombia,Andina,Bogotá,Moda,Chaqueta,Online,Back to School,Verano,3,0.07659806839383075,355.8129820894512,216.3051801066844,139.50780198276684
ORD-202511-08375,08/11/2025,CLI-8873,Estandar,Peru,Sierra,Cusco,Moda,Bolso,Tienda,Temporada baja,Primavera,2,0.11825483241843845,197.76307641044662,119.83379014081784,77.92928626962878
ORD-202404-08376,15/04/2024,CLI-2366,Basico,Colombia,Caribe,Barranquilla,Electronica,Tablet,Online,Navidad,Otoño,1,0.11801578832591564,275.85434463343864,187.2885770216827,88.56576761175594
ORD-202408-08377,03/08/2024,CLI-7024,Premium,Peru,Costa,Trujillo,Deportes,Mancuernas,Tienda,Siempre activo,Invierno,1,0.0992393139956191,54.78,37.27278281460033,17.5063895614324
ORD-202510-08378,19/10/2025,CLI-1121,Premium,Peru,Sierra,Cusco,Electronica,Parlante,Tienda,Siempre activo,Primavera,3,0.05406306208004454,527.7030903529776,385.62990223075985,142.07318812221774
ORD-202502-08379,28/02/2025,CLI-8432,Estandar,Mexico,Centro,Puebla,Electronica,Tablet,Tienda,Siempre activo,Verano,3,0.057600671798955255,999.24,671.0938192763095,328.14769169127874
ORD-202403-08380,12/03/2024,CLI-4565,Basico,Colombia,Caribe,Barranquilla,Deportes,Mancuernas,Tienda,Navidad,Otoño,2,0.08812733870659846,106.91140457550354,70.07956836084799,36.83183621465555
ORD-202503-08381,21/03/2025,CLI-3298,Basico,Peru,Sierra,Cusco,Hogar,Licuadora,Online,Siempre activo,Otoño,1,0.058412378114873716,78.0834823707801,51.41220214552006,26.67128022526004
ORD-202407-08382,04/07/2024,CLI-6164,Premium,Peru,Costa,Trujillo,Hogar,Cafetera,Tienda,Siempre activo,Invierno,4,0.06596216946865238,485.7450703389972,296.3044929067883,189.4405774322089
ORD-202403-08383,10/03/2024,CLI-4798,Premium,Peru,Sierra,Cusco,Moda,Jeans,Online,Back to School,Otoño,1,0.09505945254349747,88.15339117612726,54.03998451615621,34.11340665997105
ORD-202405-08384,29/05/2024,CLI-4489,Basico,Peru,Costa,Lima,Electronica,Tablet,Online,Siempre activo,Otoño,1,0.018472317261076357,345.26,243.67654907704525,101.58184562555607
ORD-202409-08385,02/09/2024,CLI-2233,Basico,Peru,Sierra,Arequipa,Hogar,Aspiradora,Online,Siempre activo,Primavera,1,0.05435912400807262,212.6832833922071,129.73680286924633,82.94648052296077
ORD-202506-08386,21/06/2025,CLI-7562,Basico,Chile,Centro,Santiago,Hogar,Aspiradora,Online,Black Friday,Invierno,1,0.19443471997918468,138.92651323374724,96.2161351561417,42.71037807760554
ORD-202510-08387,13/10/2025,CLI-9621,Estandar,Peru,Sierra,Cusco,Deportes,Cuerda,Tienda,Siempre activo,Primavera,1,0.0,20.402084966921624,13.879509108694219,6.522575858227405
ORD-202404-08388,08/04/2024,CLI-6646,Basico,Mexico,Centro,CDMX,Moda,Jeans,Online,Navidad,Otoño,2,0.13789277839390865,114.64551264418394,66.47532922190317,48.17018342228077
ORD-202410-08389,04/10/2024,CLI-6122,Estandar,Chile,Norte,Antofagasta,Hogar,Lampara,Online,Siempre activo,Primavera,3,0.06148778669121439,195.12,127.52797808774393,67.58991839782165
ORD-202507-08390,16/07/2025,CLI-1548,Premium,Chile,Centro,Valparaíso,Hogar,Licuadora,Tienda,Temporada baja,Invierno,1,0.13198149428314276,77.15465379961653,49.11092152660557,28.043732273010953
ORD-202510-08391,24/10/2025,CLI-6329,Estandar,Peru,Costa,Trujillo,Electronica,Tablet,Online,Navidad,Primavera,4,0.10838015249615203,1407.4256798629433,961.9963974251056,445.42928243783774
ORD-202503-08392,30/03/2025,CLI-3204,Basico,Chile,Centro,Santiago,Hogar,Licuadora,Online,Black Friday,Otoño,1,0.15000000000000002,62.2400517326236,44.07969934823191,18.160352384391686
ORD-202404-08393,13/04/2024,CLI-2611,Estandar,Peru,Sierra,Cusco,Deportes,Bicicleta,Tienda,Siempre activo,Otoño,3,0.06704879028715784,1560.8887415745317,1052.4333007557277,508.45544081880394
ORD-202508-08394,23/08/2025,CLI-3818,Premium,Peru,Costa,Trujillo,Deportes,Cuerda,Tienda,Back to School,Invierno,1,0.11719078368380562,16.09,11.151793877483628,4.938552454969658
