customer_id,country,city,segment,signup_date,last_activity_date,device_os,plan_type,monthly_fee_usd,orders_90d,avg_order_value_usd,total_spend_90d_usd,support_tickets_90d,satisfaction_score,coupon_used,preferred_category,churned,age,monthly_fee_raw,last_activity_raw
C003769,Colombia,Cali,Retail,2025-01-16,2025-07-24,iOS,Basic,19.64,5,17.74,88.7,1,4.9,no,Electrónica,0,21.0,19.64,2025-07-24
C003770,México,CDMX,Retail,2025-01-03,2025-07-18,iOS,Pro,73.68,2,31.29,62.57,0,3.3,yes,Moda,0,38.0,73.68,2025-07-18
C003771,Chile,Santiago,Retail,2025-03-05,2025-06-12,Windows,Pro,77.08,2,27.32,54.65,0,5.0,no,Alimentos,0,37.0,77.08,2025-06-12
C003772,Argentina,Rosario,Retail,2024-04-13,2025-01-23,Android,Plus,48.51,3,67.72,203.17,2,3.0,yes,Belleza,1,34.0,48.51,2025-01-23
C003773,México,Monterrey,Retail,2025-08-28,2025-11-30,iOS,Plus,41.18,4,21.26,85.04,1,4.5,no,Juguetes,0,16.0,41.18,2025-11-30
C003774,México,CDMX,Retail,2024-04-05,2024-11-08,Android,Basic,20.71,3,39.33,117.99,1,4.4,yes,Electrónica,1,34.0,20.71,2024-11-08
C003775,Chile,Valparaíso,SMB,2025-05-17,2026-05-06,iOS,Pro,76.43,5,38.54,192.71,0,4.1,yes,Belleza,0,28.0,76.43,2026-05-06
C003776,México,Guadalajara,Retail,2024-05-23,2025-01-11,iOS,Plus,38.24,1,30.62,30.62,0,4.1,no,Electrónica,1,31.0,38.24,2025-01-11
C003777,Colombia,Barranquilla,Retail,2025-11-20,2026-02-28,Android,Basic,26.74,2,17.54,35.07,0,4.2,no,Hogar,0,37.0,26.74,2026-02-28
C003778,Perú,Arequipa,Retail,2025-04-24,2025-04-25,iOS,Basic,24.16,5,32.57,162.86,0,4.0,no,Moda,1,23.0,24.16,2025-04-25
C003779,Chile,Valparaíso,Retail,2024-12-05,2025-12-21,iOS,Basic,24.19,3,39.69,119.08,0,3.6,no,Juguetes,0,40.0,24.19,2025-12-21
C003780,Colombia,Cali,Enterprise,2025-10-08,2025-11-22,Android,Enterprise,172.86,13,26.07,338.91,0,3.4,yes,Electrónica,0,30.0,172.86,2025-11-22
C003781,Chile,Valparaíso,SMB,2024-09-16,2025-01-14,iOS,Pro,60.73,4,32.05,128.22,3,4.5,no,Deportes,1,21.0,60.73,2025-01-14
C003782,Colombia,Medellín,Retail,2025-11-08,2026-10-28,Windows,Basic,22.77,0,26.39,0.0,0,4.4,no,Electrónica,0,18.0,22.77,2026-10-28
C003783,Perú,Arequipa,Retail,2025-03-16,2026-01-11,Android,Plus,50.54,0,13.95,0.0,1,4.5,no,Electrónica,1,,50.54,2026-01-11
C003784,Argentina,Buenos Aires,Retail,2025-02-14,2026-02-26,Android,Basic,22.92,4,14.73,58.92,2,5.0,no,Electrónica,0,28.0,22.92,2026-02-26
C003785,Argentina,Rosario,Retail,2024-09-07,2024-10-25,Windows,Basic,23.98,6,79.5,477.03,0,4.8,no,Juguetes,1,35.0,23.98,2024-10-25
C003786,Colombia,Barranquilla,Enterprise,2025-09-03,2025-09-13,Android,Pro,75.54,10,7.52,75.24,0,4.7,yes,Alimentos,0,18.0,75.54,2025-09-13
C003787,Perú,,Retail,2025-05-10,2025-07-18,macOS,Basic,27.19,1,17.96,17.96,1,3.1,yes,Electrónica,1,36.0,27.19,2025-07-18
C003788,México,CDMX,Retail,2024-04-08,2024-11-03,iOS,Basic,20.43,2,37.41,74.82,0,4.2,no,Moda,1,36.0,20.43,2024-11-03
C003789,Perú,Lima,Retail,2024-11-08,2025-01-18,Windows,Plus,46.86,3,58.01,174.03,0,3.6,yes,Electrónica,1,38.0,46.86,2025-01-18
C003790,Colombia,Medellín,SMB,2025-02-01,2025-03-04,Linux,Enterprise,178.24,7,41.33,289.34,0,4.3,no,Moda,1,35.0,178.24,2025-03-04
C003791,Colombia,Cali,SMB,2025-01-31,2025-07-20,Windows,Basic,29.06,4,14.09,56.35,0,4.1,yes,Juguetes,0,16.0,29.06,2025-07-20
C003792,Colombia,Cali,Retail,2025-05-18,2026-05-15,Android,Pro,69.24,5,33.29,166.43,0,5.0,no,Alimentos,0,42.0,69.24,2026-05-15
C003793,Chile,La Serena,SMB,2025-06-24,2025-12-31,iOS,Plus,41.13,6,36.33,217.97,0,5.0,yes,Moda,0,19.0,41.13,2025-12-31
C003794,Chile,Santiago,Retail,2025-07-11,2025-07-15,iOS,Pro,68.14,2,38.86,77.72,0,3.4,no,Deportes,0,32.0,68.14,2025-07-15
C003795,Perú,Arequipa,Enterprise,2024-05-13,2024-08-04,iOS,Plus,46.0,9,67.01,603.1,2,3.6,no,Hogar,1,28.0,46.0,2024-08-04
C003796,Colombia,Cali,Retail,2025-05-03,2026-02-26,Windows,Enterprise,178.44,3,10.13,30.38,1,4.5,no,Deportes,0,38.0,178.44,2026-02-26
C003797,Perú,Lima,Retail,2024-03-30,2024-07-30,Android,Basic,25.51,4,12.16,48.65,0,3.8,no,Belleza,1,46.0,25.51,2024-07-30
C003798,Perú,Arequipa,Retail,2025-05-08,2025-08-21,iOS,Plus,43.25,2,56.72,113.43,0,4.4,no,Hogar,1,51.0,43.25,2025-08-21
C003799,México,Puebla,SMB,2025-01-07,2025-12-02,iOS,Plus,30.8,4,13.96,55.84,1,2.6,yes,Deportes,0,49.0,30.8,2025-12-02
C003800,Argentina,Córdoba,Enterprise,2025-07-17,2026-02-22,Android,Enterprise,183.39,11,25.82,284.01,0,2.8,yes,Alimentos,0,21.0,183.39,2026-02-22
C003801,Argentina,Córdoba,Retail,2025-06-30,2026-04-09,iOS,Plus,36.17,2,48.43,96.86,0,3.6,no,Juguetes,0,43.0,36.17,2026-04-09
C003802,Argentina,Rosario,Retail,2024-07-24,2024-12-16,Windows,Plus,41.35,3,54.62,163.86,1,3.0,yes,Juguetes,1,29.0,41.35,2024-12-16
C003803,Perú,Arequipa,Retail,2025-08-31,2026-03-06,iOS,Basic,21.26,1,41.85,41.85,5,4.1,no,Juguetes,0,30.0,21.26,2026-03-06
C003804,Chile,Valparaíso,Retail,2025-09-17,2025-10-10,Windows,Plus,51.28,2,25.42,50.85,0,3.8,no,Moda,0,28.0,51.28,2025-10-10
C003805,México,Monterrey,Retail,2025-01-01,2025-02-17,Linux,Plus,50.34,3,92.6,277.8,1,4.3,yes,Alimentos,0,40.0,50.34,2025-02-17
C003806,Colombia,Barranquilla,Retail,2024-12-19,2025-01-05,iOS,Basic,32.49,3,43.0,129.0,0,4.2,no,Moda,0,20.0,32.49,2025-01-05
C003807,Colombia,Medellín,Retail,2024-08-17,2025-08-25,Android,Basic,24.92,3,14.79,44.37,2,4.1,no,Juguetes,1,33.0,24.92,2025-08-25
C003808,México,Monterrey,Retail,2024-02-06,2025-02-12,iOS,Pro,72.35,3,12.54,37.62,0,3.5,no,Juguetes,1,41.0,72.35,2025-02-12
C003809,Colombia,Medellín,Retail,2024-11-17,2025-02-19,iOS,Basic,29.64,1,23.16,23.16,2,3.7,yes,Juguetes,1,43.0,29.64,2025-02-19
C003810,Colombia,Barranquilla,Retail,2025-03-17,2025-04-04,iOS,Pro,68.97,3,18.29,54.88,0,3.9,no,Hogar,1,56.0,68.97,2025-04-04
C003811,México,Monterrey,Retail,2024-06-15,2025-05-08,Android,Plus,50.45,4,23.07,92.28,0,5.0,no,Moda,0,36.0,50.45,2025-05-08
C003812,Colombia,Cali,Retail,2025-11-30,2026-04-11,Android,Basic,27.92,2,52.03,104.05,0,3.3,no,Alimentos,0,36.0,27.92,2026-04-11
C003813,Chile,La Serena,Retail,2024-03-23,2024-05-07,iOS,Plus,45.13,4,14.89,59.58,0,3.7,no,Moda,1,33.0,45.13,2024-05-07
C003814,Argentina,Buenos Aires,Retail,2024-12-25,2025-10-08,Android,Pro,70.01,2,28.01,56.01,0,5.0,yes,Deportes,0,41.0,70.01,2025-10-08
C003815,Colombia,Barranquilla,SMB,2024-02-14,2024-07-11,iOS,Basic,34.47,8,52.92,423.35,1,4.1,no,Alimentos,1,23.0,34.47,2024-07-11
C003816,Chile,Concepción,Retail,2024-02-11,2024-08-20,macOS,Basic,14.93,2,13.05,26.09,0,3.1,yes,Belleza,1,33.0,14.93,2024-08-20
C003817,Colombia,Medellín,Retail,2025-10-07,2026-09-30,macOS,Basic,17.55,4,15.31,61.23,0,4.9,no,Electrónica,0,21.0,17.55,2026-09-30
C003818,Colombia,Cali,Retail,2024-08-15,2025-02-14,Android,Basic,24.53,3,30.54,91.62,0,3.9,yes,Deportes,1,35.0,24.53,2025-02-14
C003819,México,Monterrey,Retail,2024-01-15,2024-12-10,iOS,Pro,71.29,4,47.41,189.65,0,4.1,yes,Moda,1,33.0,71.29,2024-12-10
C003820,Argentina,Mendoza,Retail,2025-11-20,2026-10-29,iOS,Enterprise,187.34,3,51.28,-153.84,0,3.2,yes,Alimentos,0,28.0,187.34,2026-10-29
C003821,Chile,Valparaíso,Retail,2025-09-29,2026-04-20,Android,Basic,21.06,5,32.59,162.93,1,5.0,no,Juguetes,0,23.0,21.06,2026-04-20
C003822,Colombia,Barranquilla,SMB,2024-02-15,2024-09-29,iOS,Basic,26.71,10,31.11,311.12,0,3.6,yes,Moda,1,30.0,26.71,2024-09-29
C003823,Argentina,Córdoba,Retail,2024-12-12,2025-09-04,iOS,Basic,28.26,6,10.65,63.92,0,4.0,no,Moda,0,,28.26,2025-09-04
C003824,México,Monterrey,Retail,2025-08-18,2026-07-18,Windows,Plus,45.15,3,21.48,64.43,1,4.3,no,Belleza,0,52.0,45.15,2026-07-18
C003825,Chile,Santiago,SMB,2024-04-26,2024-08-07,iOS,Plus,42.8,10,74.04,740.44,1,4.8,no,Deportes,1,26.0,42.8,2024-08-07
C003826,Colombia,Medellín,Retail,2025-04-29,2026-04-29,iOS,Pro,73.79,5,12.63,63.13,1,5.0,yes,Belleza,0,31.0,73.79,2026-04-29
C003827,Chile,Santiago,Retail,2025-09-06,2026-10-10,Android,Plus,41.17,4,42.37,169.48,1,3.4,yes,Juguetes,0,30.0,41.17,2026-10-10
C003828,México,CDMX,Retail,2025-02-09,2025-09-26,iOS,Basic,20.64,3,42.94,128.81,1,5.0,no,Electrónica,0,33.0,20.64,2025-09-26
C003829,Colombia,Cali,Retail,2025-09-12,2026-03-01,iOS,Basic,22.1,2,42.08,84.17,0,3.7,no,Electrónica,0,20.0,22.1,2026-03-01
C003830,Chile,La Serena,Retail,2025-02-23,2025-05-19,Windows,Pro,65.11,2,24.06,48.12,1,3.9,no,Juguetes,0,29.0,65.11,2025-05-19
C003831,Chile,Valparaíso,Retail,2024-05-12,2024-07-26,macOS,Plus,36.53,3,33.63,100.88,0,4.0,no,Alimentos,1,28.0,36.53,2024-07-26
C003832,Chile,Valparaíso,Retail,2024-12-28,2025-08-29,Android,Enterprise,180.72,3,25.51,76.53,1,3.8,no,Belleza,1,30.0,180.72,2025-08-29
C003833,Perú,Arequipa,Retail,2024-11-15,2025-09-03,Android,Basic,34.36,4,33.18,132.73,2,3.8,no,Electrónica,0,50.0,34.36,2025-09-03
C003834,Colombia,Barranquilla,Retail,2024-10-18,2025-01-07,iOS,Basic,23.03,6,17.39,104.36,0,4.7,no,Moda,1,25.0,23.03,2025-01-07
C003835,Chile,Santiago,Retail,2024-08-01,2025-01-05,Windows,Plus,37.95,4,35.23,140.9,1,2.7,yes,Deportes,1,48.0,37.95,2025-01-05
C003836,México,CDMX,Retail,2024-07-15,2025-07-12,iOS,Basic,28.65,4,51.36,205.42,0,4.4,no,Moda,0,43.0,28.65,2025-07-12
C003837,Colombia,Bogotá,Retail,2025-10-22,2026-06-04,iOS,Pro,69.46,5,37.57,187.86,0,3.7,yes,Juguetes,0,44.0,69.46,2026-06-04
C003838,Perú,Cusco,Retail,2024-06-19,2025-01-14,iOS,Basic,13.76,5,32.01,160.03,1,4.6,yes,Hogar,1,28.0,13.76,2025-01-14
C003839,Argentina,Rosario,Retail,2024-05-07,2024-12-18,iOS,Basic,12.9,7,29.99,209.9,2,4.3,no,Hogar,1,34.0,12.9,2024-12-18
C003840,México,Monterrey,Retail,2025-06-18,2026-02-10,Android,Basic,25.41,4,127.99,511.95,1,4.0,no,Moda,0,28.0,25.41,2026-02-10
C003841,Colombia,Medellín,Retail,2025-08-14,2026-09-12,Android,Basic,34.93,3,67.21,201.62,2,3.3,yes,Juguetes,0,27.0,34.93,2026-09-12
C003842,Colombia,Cali,Retail,2025-05-28,2025-10-01,Windows,Plus,43.98,5,12.37,61.87,1,4.0,no,Deportes,0,22.0,43.98,2025-10-01
C003843,México,Guadalajara,Retail,2025-08-19,2026-06-26,Android,Basic,25.68,2,45.08,90.16,0,4.1,no,Moda,0,29.0,25.68,2026-06-26
C003844,Perú,Arequipa,Retail,2024-03-03,2024-10-19,Android,Basic,26.64,1,55.71,55.71,0,4.2,no,Belleza,1,27.0,26.64,2024-10-19
C003845,Chile,La Serena,SMB,2024-01-21,2024-04-09,Android,Basic,26.63,4,22.94,91.75,0,5.0,no,Belleza,1,39.0,26.63,2024-04-09
C003846,Perú,Trujillo,Retail,2024-10-10,2025-01-07,Android,Pro,73.12,3,35.24,105.72,0,4.1,no,Belleza,1,31.0,73.12,2025-01-07
C003847,Argentina,Mendoza,Retail,2024-02-10,2025-02-26,iOS,Basic,20.86,0,28.3,0.0,0,4.0,yes,Belleza,1,26.0,20.86,2025-02-26
C003848,Colombia,Bogotá,Retail,2024-08-08,2024-10-26,Android,Plus,52.49,2,47.01,94.02,1,3.8,no,Hogar,1,32.0,52.49,2024-10-26
C003849,Colombia,Barranquilla,Retail,2025-06-08,2026-02-26,iOS,Plus,54.36,1,30.18,30.18,1,4.2,no,Moda,0,45.0,54.36,2026-02-26
C003850,Chile,Valparaíso,Retail,2025-11-21,2026-05-01,Android,Plus,42.83,1,19.01,19.01,0,5.0,no,Hogar,0,41.0,42.83,2026-05-01
C003851,Perú,Cusco,Retail,2024-11-14,2025-10-13,Windows,Basic,27.82,1,20.75,20.75,1,4.0,yes,Hogar,0,42.0,27.82,2025-10-13
C003852,Colombia,Barranquilla,Retail,2025-08-19,2026-03-22,Android,Basic,19.56,2,18.16,36.31,0,4.1,no,Belleza,0,34.0,19.56,2026-03-22
C003853,Argentina,Rosario,Enterprise,2025-04-19,2025-09-23,Android,Basic,28.51,12,75.82,909.84,0,3.1,no,Alimentos,0,41.0,28.51,2025-09-23
C003854,México,Monterrey,Retail,2025-11-01,2026-01-02,iOS,Basic,21.34,1,80.25,80.25,0,4.6,no,Alimentos,0,28.0,21.34,2026-01-02
C003855,Perú,Cusco,SMB,2024-02-20,2024-06-16,Windows,Pro,68.13,2,36.33,72.66,0,4.8,no,Moda,1,,68.13,2024-06-16
C003856,Perú,Lima,Retail,2025-06-18,2026-02-24,Android,Basic,25.53,0,61.92,0.0,2,3.3,yes,Belleza,0,35.0,25.53,2026-02-24
C003857,Perú,Arequipa,Enterprise,2025-07-10,2025-10-21,iOS,Plus,49.25,13,43.57,566.44,1,4.1,no,Juguetes,0,28.0,49.25,2025-10-21
C003858,Perú,Arequipa,Retail,2024-08-02,2025-05-15,iOS,Pro,65.94,1,25.93,25.93,1,4.5,yes,Deportes,0,30.0,65.94,2025-05-15
C003859,México,Guadalajara,Retail,2024-10-24,2025-01-09,Android,Plus,40.93,2,16.25,32.5,2,3.6,no,Moda,1,43.0,40.93,2025-01-09
C003860,México,Puebla,Retail,2024-07-26,2024-12-12,Android,Enterprise,182.72,3,51.26,153.79,0,4.1,no,Electrónica,1,30.0,182.72,2024-12-12
C003861,Colombia,Cali,Retail,2024-08-03,2025-08-20,macOS,Basic,20.88,3,58.54,175.63,1,4.1,no,Juguetes,0,28.0,20.88,2025-08-20
C003862,Argentina,Córdoba,Retail,2024-05-27,2025-03-17,iOS,Pro,67.61,3,32.85,98.54,0,3.9,yes,Hogar,1,27.0,67.61,2025-03-17
C003863,Chile,Valparaíso,SMB,2024-10-26,2025-10-20,Android,Basic,22.32,5,54.54,272.69,1,4.5,no,Deportes,0,25.0,22.32,2025-10-20
C003864,Colombia,Bogotá,SMB,2025-01-17,2025-07-27,Android,Basic,20.83,7,105.45,738.18,0,4.2,no,Deportes,0,,20.83,2025-07-27
C003865,Perú,Arequipa,SMB,2024-08-09,2025-01-12,iOS,Basic,18.72,13,32.36,420.71,0,5.0,no,Hogar,1,26.0,18.72,2025-01-12
C003866,Colombia,Barranquilla,Retail,2025-11-18,2026-09-13,iOS,Basic,28.37,2,19.77,39.55,2,3.4,yes,Juguetes,0,33.0,28.37,2026-09-13
C003867,Perú,Trujillo,SMB,2024-04-24,2025-01-09,iOS,Pro,71.2,7,36.39,254.72,0,3.4,no,Deportes,1,51.0,71.2,2025-01-09
C003868,Colombia,Medellín,Retail,2024-10-20,2025-03-20,Windows,Basic,11.58,5,25.03,125.17,0,4.6,no,Electrónica,1,53.0,11.58,2025-03-20
C003869,México,Monterrey,Retail,2024-12-01,2025-07-13,iOS,Pro,74.35,6,35.77,214.64,0,4.4,yes,Moda,1,34.0,74.35,2025-07-13
C003870,Argentina,Mendoza,Retail,2025-11-18,2026-04-10,Windows,Pro,70.25,6,28.95,173.71,0,3.4,yes,Hogar,0,20.0,70.25,2026-04-10
C003871,México,Puebla,Retail,2025-10-17,2026-08-28,Windows,Plus,44.43,5,32.44,162.22,1,4.2,yes,Juguetes,0,30.0,44.43,2026-08-28
C003872,Chile,Santiago,Enterprise,2025-10-16,2026-03-29,Android,Pro,68.09,12,16.53,198.41,1,3.3,no,Belleza,0,34.0,68.09,2026-03-29
C003873,Chile,La Serena,Retail,2024-07-29,2025-05-03,Android,Basic,34.77,3,63.15,189.44,1,3.8,no,Alimentos,1,25.0,34.77,2025-05-03
C003874,México,CDMX,Retail,2024-11-08,2025-10-25,iOS,Basic,27.62,2,48.56,97.11,2,4.7,no,Moda,0,18.0,27.62,2025-10-25
C003875,México,CDMX,SMB,2025-07-22,2025-07-22,iOS,Basic,24.74,2,34.39,68.78,0,3.7,no,Electrónica,1,23.0,24.74,2025-07-22
C003876,Colombia,Medellín,Retail,2025-01-24,2025-04-27,Android,Basic,21.53,2,47.2,94.39,0,3.9,yes,Belleza,1,35.0,21.53,2025-04-27
C003877,México,Guadalajara,Retail,2024-10-05,2025-05-20,Windows,Basic,22.91,6,19.74,118.44,0,4.5,no,Deportes,1,-5.0,22.91,2025-05-20
C003878,Colombia,Bogotá,Retail,2025-01-17,2025-10-17,macOS,Basic,27.47,5,16.77,83.86,1,4.2,no,Juguetes,1,30.0,27.47,2025-10-17
C003879,México,Puebla,Retail,2025-11-28,2026-06-09,Linux,Plus,52.34,3,13.66,40.98,1,4.1,no,Moda,0,25.0,52.34,2026-06-09
C003880,Colombia,Bogotá,Retail,2024-09-26,2025-05-19,Windows,Basic,19.31,3,62.5,187.5,0,4.4,no,Juguetes,1,39.0,19.31,2025-05-19
C003881,Argentina,Mendoza,Retail,2024-07-30,2024-10-13,Android,Plus,45.64,4,45.54,182.18,3,4.9,yes,Electrónica,1,26.0,45.64,2024-10-13
C003882,Colombia,Barranquilla,Retail,2025-03-27,2025-12-22,Android,Pro,62.61,5,51.28,256.38,0,4.1,no,Electrónica,0,38.0,62.61,2025-12-22
C003883,Colombia,Cali,SMB,2024-09-16,2025-05-29,Android,Plus,34.65,2,32.93,65.86,2,4.2,yes,Belleza,1,27.0,34.65,2025-05-29
C003884,Chile,Valparaíso,Retail,2024-02-11,2024-03-23,Android,Plus,41.76,3,30.57,91.72,1,2.9,no,Electrónica,1,41.0,41.76,2024-03-23
C003885,Argentina,Córdoba,SMB,2024-03-24,2024-09-22,iOS,Plus,-10.0,8,48.19,385.51,1,4.7,no,Juguetes,1,16.0,-10.0,2024-09-22
C003886,Colombia,Barranquilla,Retail,2024-04-08,2024-07-23,macOS,Enterprise,183.23,5,14.48,72.4,0,4.2,yes,Alimentos,1,21.0,183.23,2024-07-23
C003887,Colombia,Barranquilla,Retail,2025-11-16,2026-10-19,Android,Basic,18.38,2,36.88,73.75,0,3.4,no,Belleza,0,,18.38,2026-10-19
C003888,México,Puebla,SMB,2024-08-01,2025-07-06,macOS,Basic,29.08,5,24.25,121.25,0,4.0,no,Juguetes,1,22.0,29.08,2025-07-06
C003889,Argentina,Córdoba,Retail,2024-05-21,2025-01-06,iOS,Basic,23.38,5,12.46,62.28,0,3.5,yes,Electrónica,0,27.0,23.38,2025-01-06
C003890,Chile,Valparaíso,Retail,2024-07-15,2024-09-20,Windows,Basic,25.34,3,62.5,187.49,0,4.0,no,Deportes,1,35.0,25.34,2024-09-20
C003891,México,CDMX,Retail,2025-10-22,2025-10-28,Android,Basic,31.17,2,25.88,51.76,0,4.1,no,Electrónica,0,30.0,31.17,2025-10-28
C003892,Colombia,Bogotá,SMB,2024-11-04,2024-12-16,iOS,Basic,26.82,5,36.16,180.78,1,5.0,no,Moda,1,36.0,26.82,2024-12-16
C003893,Perú,Cusco,Retail,2024-02-22,2024-09-24,iOS,Basic,23.0,2,21.11,42.21,2,3.7,yes,Belleza,1,38.0,23.0,2024-09-24
C003894,México,Monterrey,Retail,2025-10-02,2026-03-28,iOS,Enterprise,176.8,2,10.53,21.06,1,4.2,no,Belleza,0,20.0,176.8,2026-03-28
C003895,Perú,Lima,Enterprise,2025-03-04,2026-02-10,iOS,Plus,43.7,15,23.9,358.5,1,4.2,no,Belleza,0,23.0,43.7,2026-02-10
C003896,Argentina,Córdoba,Retail,2024-04-13,2024-05-31,Android,Plus,42.4,2,24.3,48.61,0,5.0,yes,Electrónica,1,24.0,42.4,2024-05-31
C003897,Argentina,Córdoba,Retail,2024-07-14,2024-11-19,iOS,Basic,25.21,0,35.28,0.0,1,5.0,no,Electrónica,1,49.0,25.21,2024-11-19
C003898,México,Monterrey,Enterprise,2024-01-14,2024-08-28,iOS,Plus,43.1,13,31.4,408.22,0,4.2,no,Alimentos,1,43.0,43.1,2024-08-28
C003899,Colombia,Bogotá,Retail,2024-03-14,2024-12-04,Windows,Basic,18.9,2,20.29,-40.57,0,3.7,no,Juguetes,1,36.0,18.9,2024-12-04
C003900,Colombia,Cali,Retail,2024-02-20,2025-01-11,Windows,Pro,68.83,3,17.4,52.19,0,4.2,no,Belleza,1,32.0,68.83,2025-01-11
C003901,Perú,Trujillo,Retail,2025-04-27,2025-06-01,Android,Basic,24.24,3,23.26,69.79,0,3.6,no,Alimentos,0,27.0,24.24,2025-06-01
C003902,Colombia,Medellín,Retail,2025-05-19,2026-03-08,iOS,Plus,41.84,3,68.53,205.6,1,4.6,no,Deportes,0,29.0,41.84,2026-03-08
C003903,Colombia,Medellín,Retail,2024-09-26,2025-10-17,iOS,Basic,13.38,2,38.46,76.91,0,3.6,no,Alimentos,0,29.0,13.38,2025-10-17
C003904,Argentina,Buenos Aires,Retail,2025-07-02,2026-05-17,Android,Basic,23.48,5,46.59,232.96,2,3.9,yes,Moda,0,23.0,23.48,2026-05-17
C003905,Chile,La Serena,Enterprise,2025-02-08,2026-02-22,iOS,Basic,24.12,13,26.58,345.55,0,2.9,no,Belleza,0,22.0,24.12,2026-02-22
C003906,México,Guadalajara,SMB,2024-02-16,2024-05-13,Android,Basic,32.25,8,11.99,95.92,0,3.3,no,Moda,1,26.0,32.25,2024-05-13
C003907,Colombia,Barranquilla,SMB,2024-12-11,2025-10-10,Android,Enterprise,182.12,6,44.75,268.48,0,4.1,no,Moda,0,20.0,182.12,2025-10-10
C003908,México,CDMX,SMB,2025-03-13,2025-12-14,Android,Plus,56.97,6,24.81,148.84,1,5.0,no,Hogar,0,35.0,56.97,2025-12-14
C003909,Perú,Lima,Retail,2024-12-22,2025-12-27,Windows,Plus,47.9,3,47.6,142.81,1,3.4,yes,Belleza,0,32.0,47.9,2025-12-27
C003910,Colombia,Bogotá,Retail,2025-11-13,2026-12-06,Windows,Basic,24.61,4,22.96,91.86,0,4.8,no,Electrónica,0,39.0,24.61,2026-12-06
C003911,Colombia,Barranquilla,Retail,2025-09-20,2025-12-29,iOS,Pro,67.65,1,84.51,84.51,0,3.1,yes,Electrónica,1,33.0,67.65,2025-12-29
C003912,México,CDMX,Retail,2024-06-08,2024-06-13,iOS,Basic,28.92,4,77.64,310.58,0,4.1,no,Electrónica,1,39.0,28.92,2024-06-13
C003913,Colombia,Cali,SMB,2024-09-25,2025-04-20,Android,Basic,26.21,3,56.51,169.53,1,3.2,yes,Belleza,1,32.0,26.21,2025-04-20
C003914,Colombia,Cali,Retail,2025-03-18,2025-10-03,iOS,Basic,34.33,3,22.03,66.08,0,3.1,no,Deportes,0,31.0,34.33,2025-10-03
C003915,Colombia,Barranquilla,Retail,2025-01-31,2025-02-21,Android,Basic,18.2,4,39.79,159.17,0,3.5,no,Alimentos,1,29.0,18.2,2025-02-21
C003916,México,CDMX,Retail,2024-01-23,2024-05-08,Linux,Basic,17.34,3,11.98,35.93,0,5.0,no,Alimentos,1,23.0,17.34,2024-05-08
C003917,Perú,Cusco,Retail,2024-12-08,2025-02-27,iOS,Plus,37.14,3,40.87,122.62,1,4.3,no,Belleza,1,39.0,37.14,2025-02-27
C003918,Colombia,Barranquilla,Retail,2024-05-10,2024-12-11,iOS,Enterprise,187.68,1,17.22,17.22,0,3.9,yes,Electrónica,1,32.0,187.68,2024-12-11
C003919,Chile,Valparaíso,Retail,2024-07-15,2025-08-01,macOS,Basic,24.64,4,49.31,197.25,1,3.4,no,Moda,1,47.0,24.64,2025-08-01
C003920,Perú,Arequipa,Retail,2024-05-27,2025-04-19,Windows,Basic,23.67,2,38.35,76.69,2,3.3,yes,Deportes,1,40.0,23.67,2025-04-19
C003921,Colombia,Barranquilla,SMB,2024-01-23,2024-06-18,iOS,Basic,27.83,6,15.63,93.78,1,3.7,no,Moda,1,20.0,27.83,2024-06-18
C003922,Chile,Concepción,SMB,2024-06-04,2024-10-05,iOS,Basic,27.49,4,44.55,178.21,0,3.7,no,Belleza,1,27.0,27.49,2024-10-05
C003923,Argentina,Córdoba,Retail,2025-02-21,2025-09-21,Linux,Pro,59.05,6,9.87,59.22,1,3.6,yes,Deportes,1,37.0,59.05,2025-09-21
C003924,México,Puebla,Retail,2025-06-29,2025-08-20,Android,Plus,45.85,4,24.1,96.42,0,4.0,no,Deportes,0,16.0,45.85,2025-08-20
C003925,Perú,Trujillo,SMB,2024-09-08,2025-03-05,iOS,Plus,46.87,6,33.2,199.19,1,5.0,no,Hogar,0,16.0,46.87,2025-03-05
C003926,Colombia,Barranquilla,Retail,2025-01-26,2025-10-28,Android,Plus,53.89,2,20.95,41.89,0,4.8,no,Alimentos,1,41.0,53.89,2025-10-28
C003927,México,Monterrey,SMB,2024-01-04,2024-11-19,Android,Plus,49.13,5,40.18,200.9,1,4.6,no,Electrónica,1,30.0,49.13,2024-11-19
C003928,Colombia,Barranquilla,SMB,2024-08-22,2025-03-07,iOS,Basic,31.81,4,27.09,108.36,0,4.5,yes,Juguetes,1,29.0,31.81,2025-03-07
C003929,Perú,Arequipa,Retail,2025-05-31,2025-10-05,iOS,Pro,73.7,5,26.59,132.94,2,3.5,no,Deportes,0,20.0,73.7,2025-10-05
C003930,Argentina,Mendoza,Retail,2024-10-04,2025-08-08,Windows,Plus,45.97,4,16.96,67.82,1,3.1,no,Belleza,0,36.0,45.97,2025-08-08
C003931,Colombia,Bogotá,Retail,2025-02-28,2025-07-01,Android,Basic,29.42,6,29.93,179.58,0,4.9,yes,Moda,0,36.0,29.42,2025-07-01
C003932,Argentina,Buenos Aires,SMB,2024-04-25,2024-07-03,macOS,Plus,56.54,4,7.53,30.1,0,3.4,yes,Juguetes,1,35.0,56.54,2024-07-03
