id_cliente,edad,nivel_ingreso,visitas_mes,compras_mes,gasto_publicidad_dirigida,satisfaccion,miembro_premium,abandono,tipo_dispositivo,region,ingreso_anual
C013271,39.0,25.46,9,3,12.06,4.0,1,0,escritorio,sur,1740.55
C013272,26.0,73.56,8,1,10.59,4.0,0,0,escritorio,este,84.97
C013273,23.0,62.77,15,0,8.17,2.0,0,0,móvil,este,0.0
C013274,23.0,39.9,18,0,9.23,1.0,0,1,móvil,oeste,351.53
C013275,39.0,26.47,21,1,13.41,3.0,1,0,móvil,norte,264.56
C013276,37.0,42.83,11,1,7.53,3.0,0,0,móvil,sur,44.22
C013277,42.0,23.34,12,1,11.95,2.0,1,0,tablet,oeste,216.27
C013278,25.0,31.17,19,1,9.02,2.0,0,0,móvil,norte,733.85
C013279,29.0,26.56,12,3,12.21,3.0,1,0,móvil,sur,2427.02
C013280,32.0,28.42,16,0,8.36,3.0,0,0,móvil,oeste,239.14
C013281,46.0,32.01,12,2,8.25,2.0,0,0,escritorio,sur,990.91
C013282,30.0,39.59,18,1,9.83,,0,1,móvil,este,172.34
C013283,25.0,68.47,9,0,13.87,3.0,0,1,escritorio,norte,0.0
C013284,45.0,34.77,12,3,7.49,2.0,0,0,tablet,este,638.86
C013285,40.0,26.76,14,1,9.11,5.0,0,0,móvil,sur,428.15
C013286,52.0,25.43,19,3,7.31,4.0,0,0,móvil,este,1052.48
C013287,30.0,60.18,23,1,13.53,3.0,0,1,escritorio,norte,227.56
C013288,24.0,21.84,12,0,7.79,3.0,0,0,escritorio,sur,145.72
C013289,35.0,37.28,6,0,7.99,2.0,0,0,escritorio,sur,0.0
C013290,37.0,30.03,15,0,9.4,1.0,0,0,móvil,oeste,0.0
C013291,35.0,45.69,18,4,8.21,5.0,0,0,móvil,sur,2102.58
C013292,30.0,54.19,8,0,8.37,4.0,0,0,escritorio,este,74.23
C013293,38.0,30.56,18,1,11.72,2.0,0,1,móvil,oeste,444.42
C013294,40.0,34.51,14,2,12.61,3.0,1,0,móvil,oeste,1035.49
C013295,35.0,29.35,19,2,11.45,3.0,1,0,móvil,sur,621.31
C013296,26.0,40.09,16,1,9.66,2.0,0,0,móvil,este,0.0
C013297,40.0,78.13,10,1,14.18,2.0,1,0,escritorio,sur,1303.79
C013298,21.0,49.25,15,2,15.99,3.0,1,0,escritorio,norte,1996.17
C013299,18.0,21.48,20,3,8.96,3.0,0,0,móvil,este,630.58
C013300,48.0,49.54,17,0,8.62,2.0,0,1,móvil,este,155.0
C013301,27.0,36.09,15,4,13.19,,0,0,móvil,oeste,2099.23
C013302,29.0,40.48,12,1,8.72,4.0,0,0,móvil,sur,4.46
C013303,38.0,63.69,8,0,11.77,3.0,0,0,móvil,norte,0.0
C013304,22.0,39.83,15,2,11.76,3.0,1,0,móvil,sur,512.03
C013305,41.0,54.17,13,1,10.16,3.0,0,0,móvil,este,965.44
C013306,43.0,58.21,15,3,15.88,3.0,1,0,móvil,norte,1891.45
C013307,40.0,63.18,13,2,9.87,3.0,0,0,escritorio,sur,800.85
C013308,44.0,32.63,8,2,9.99,4.0,0,0,tablet,sur,497.75
C013309,45.0,50.85,13,0,8.36,3.0,0,1,móvil,este,0.0
C013310,28.0,47.45,14,1,13.19,2.0,0,0,móvil,norte,273.64
C013311,32.0,83.81,13,4,16.38,3.0,1,0,escritorio,oeste,2367.4
C013312,29.0,30.08,15,1,7.35,3.0,0,0,móvil,este,736.28
C013313,27.0,46.77,11,1,12.99,4.0,1,0,escritorio,norte,855.26
C013314,33.0,27.18,16,2,13.17,3.0,1,1,móvil,sur,680.01
C013315,24.0,31.37,8,1,13.07,2.0,0,0,móvil,norte,332.9
C013316,27.0,52.03,12,4,12.55,3.0,1,0,móvil,oeste,3296.02
C013317,33.0,29.02,15,3,9.99,3.0,0,0,escritorio,norte,1864.73
C013318,18.0,29.04,18,0,11.66,3.0,0,1,móvil,este,0.0
C013319,19.0,18.49,18,2,7.23,3.0,0,0,móvil,oeste,926.75
C013320,39.0,20.52,20,3,6.95,3.0,0,0,móvil,este,387.07
C013321,46.0,52.77,11,3,14.07,3.0,1,1,móvil,sur,1276.94
C013322,19.0,63.56,12,2,10.07,2.0,0,0,móvil,sur,801.56
C013323,36.0,33.75,19,3,11.27,4.0,1,0,móvil,sur,954.04
C013324,48.0,24.54,7,2,11.82,3.0,1,0,móvil,este,1735.25
C013325,,34.87,9,2,12.53,5.0,1,0,escritorio,este,721.9
C013326,23.0,74.3,6,0,8.64,5.0,0,0,móvil,sur,81.65
C013327,25.0,20.51,10,1,13.46,2.0,1,0,móvil,sur,512.12
C013328,32.0,27.11,5,2,7.37,2.0,0,0,móvil,este,352.45
C013329,29.0,27.27,20,1,6.55,2.0,0,0,móvil,sur,0.0
C013330,41.0,29.89,12,1,9.23,1.0,0,0,móvil,este,714.43
C013331,43.0,42.91,10,2,7.61,2.0,0,0,escritorio,este,555.67
C013332,19.0,35.5,10,1,17.42,4.0,0,0,escritorio,sur,0.0
C013333,50.0,60.07,13,1,10.72,3.0,0,0,escritorio,oeste,486.16
C013334,34.0,24.74,19,4,9.26,3.0,0,0,móvil,sur,664.13
C013335,35.0,102.13,10,2,14.79,3.0,1,0,escritorio,oeste,553.97
C013336,38.0,34.15,11,3,7.46,5.0,0,0,tablet,este,1877.41
C013337,39.0,47.47,10,1,8.28,3.0,0,0,móvil,oeste,0.0
C013338,39.0,17.1,18,5,7.24,3.0,0,1,móvil,este,348.98
C013339,34.0,22.88,16,0,10.51,3.0,0,0,móvil,sur,0.0
C013340,23.0,40.18,16,2,10.01,2.0,0,1,escritorio,oeste,252.38
C013341,21.0,29.05,12,3,8.36,3.0,0,0,escritorio,este,2272.74
C013342,31.0,33.96,12,4,8.98,1.0,0,1,escritorio,sur,0.0
C013343,36.0,53.06,8,1,14.88,3.0,1,0,escritorio,sur,252.64
C013344,29.0,22.56,16,1,9.11,2.0,0,1,móvil,sur,0.0
C013345,36.0,20.3,19,1,8.08,3.0,0,0,móvil,sur,279.49
C013346,45.0,26.82,7,1,7.77,4.0,0,0,escritorio,oeste,286.98
C013347,18.0,31.79,15,2,9.39,1.0,0,0,móvil,sur,890.04
C013348,34.0,61.53,8,1,10.59,4.0,0,1,escritorio,norte,0.0
C013349,31.0,70.31,19,2,22.6,4.0,1,0,móvil,oeste,1371.98
C013350,38.0,38.7,8,2,9.39,3.0,0,0,móvil,oeste,1563.94
C013351,40.0,33.89,6,2,6.94,3.0,0,0,tablet,sur,356.1
C013352,21.0,33.69,18,4,12.08,3.0,0,0,móvil,norte,1326.9
C013353,49.0,50.82,13,1,8.07,3.0,0,0,escritorio,norte,352.88
C013354,26.0,21.63,4,0,8.06,2.0,0,0,tablet,este,173.31
C013355,33.0,25.92,15,3,9.08,3.0,0,0,móvil,oeste,2425.92
C013356,53.0,27.46,19,3,6.53,1.0,0,1,móvil,sur,473.14
C013357,18.0,32.32,7,2,8.15,2.0,0,1,escritorio,sur,529.46
C013358,39.0,53.36,6,1,14.28,3.0,1,1,escritorio,este,421.87
C013359,35.0,32.74,11,5,10.65,3.0,0,1,escritorio,sur,525.32
C013360,42.0,52.24,8,2,7.68,2.0,0,1,móvil,oeste,75.11
C013361,58.0,41.04,14,2,7.8,2.0,0,0,escritorio,oeste,109.85
C013362,37.0,36.52,14,3,7.6,2.0,0,0,móvil,sur,427.98
C013363,37.0,28.53,11,1,7.99,3.0,0,0,móvil,norte,213.35
C013364,51.0,21.87,16,1,8.18,3.0,0,0,móvil,norte,292.66
C013365,47.0,41.61,19,2,8.46,3.0,0,0,móvil,sur,0.0
C013366,20.0,71.21,11,0,9.89,3.0,0,1,tablet,norte,0.0
C013367,29.0,42.37,8,2,7.72,4.0,0,0,tablet,este,515.48
C013368,32.0,37.3,7,2,8.81,4.0,0,1,tablet,norte,327.19
C013369,37.0,28.36,12,4,6.96,4.0,0,0,móvil,oeste,1315.28
C013370,18.0,73.48,13,1,9.18,2.0,0,0,móvil,norte,550.8
C013371,18.0,49.53,14,3,7.41,5.0,0,0,móvil,sur,99.13
C013372,18.0,57.38,18,3,8.51,3.0,0,0,móvil,norte,1713.0
C013373,42.0,39.76,8,1,14.69,3.0,1,0,tablet,oeste,660.38
C013374,22.0,42.55,12,2,12.44,4.0,1,0,móvil,este,585.43
C013375,36.0,30.52,10,3,7.7,3.0,0,0,móvil,norte,996.59
C013376,28.0,24.54,9,1,8.64,3.0,0,0,escritorio,oeste,609.8
C013377,41.0,52.49,18,4,8.57,3.0,0,0,móvil,oeste,1151.53
C013378,33.0,93.9,9,2,19.63,3.0,1,0,tablet,norte,1520.5
C013379,38.0,36.25,18,1,7.36,3.0,0,1,móvil,sur,40.68
C013380,22.0,43.25,9,3,7.73,3.0,0,0,escritorio,norte,1297.17
C013381,54.0,34.27,16,2,7.85,4.0,0,0,móvil,sur,477.86
C013382,46.0,19.39,19,3,7.99,,0,0,móvil,sur,0.0
C013383,30.0,21.71,7,1,6.7,3.0,0,0,escritorio,oeste,491.82
C013384,18.0,49.35,12,2,9.26,3.0,0,0,móvil,oeste,756.49
C013385,32.0,27.36,23,3,9.06,2.0,0,0,móvil,este,769.63
C013386,27.0,24.07,17,3,13.96,3.0,1,0,móvil,sur,1644.73
C013387,31.0,43.68,20,2,13.5,1.0,0,0,móvil,este,1390.74
C013388,40.0,36.88,6,0,9.3,3.0,0,0,móvil,norte,348.97
C013389,20.0,28.89,16,1,10.91,2.0,0,0,móvil,sur,458.19
C013390,29.0,47.96,7,0,9.75,3.0,0,0,tablet,sur,133.97
C013391,27.0,33.02,12,2,9.79,3.0,0,0,escritorio,norte,1173.01
C013392,35.0,28.2,18,1,9.5,2.0,0,0,móvil,oeste,0.0
C013393,34.0,42.83,21,2,13.48,4.0,1,0,escritorio,oeste,1015.94
C013394,24.0,30.77,18,2,8.04,3.0,0,0,móvil,oeste,427.44
C013395,32.0,39.57,10,3,13.46,4.0,0,0,tablet,este,490.0
C013396,18.0,28.56,14,1,6.36,4.0,0,0,móvil,norte,350.63
C013397,40.0,29.88,20,3,10.03,2.0,0,0,móvil,norte,404.25
C013398,47.0,53.63,18,3,11.12,3.0,0,0,móvil,oeste,1627.82
C013399,27.0,64.98,16,3,9.44,3.0,0,0,móvil,este,1138.35
C013400,41.0,30.28,13,2,8.61,3.0,0,0,tablet,norte,1092.9
C013401,37.0,28.06,6,0,8.93,4.0,0,0,tablet,sur,0.0
C013402,34.0,44.17,10,1,13.77,4.0,0,0,móvil,sur,0.0
C013403,37.0,137.12,5,0,15.61,3.0,0,0,escritorio,sur,0.0
C013404,24.0,66.57,13,0,11.35,2.0,0,0,escritorio,norte,222.15
C013405,39.0,34.2,11,1,9.67,3.0,0,0,escritorio,norte,238.07
C013406,20.0,51.87,16,1,9.03,3.0,0,0,móvil,sur,559.08
C013407,24.0,23.16,14,2,11.98,3.0,1,0,móvil,norte,1680.33
C013408,40.0,53.78,14,2,8.09,3.0,0,0,móvil,oeste,1268.73
C013409,43.0,32.11,16,1,7.74,,0,0,móvil,oeste,236.71
C013410,18.0,36.24,8,2,7.31,4.0,0,0,móvil,sur,1002.83
C013411,36.0,61.01,15,1,10.57,3.0,0,0,móvil,oeste,377.04
C013412,44.0,28.68,8,2,7.85,4.0,0,0,móvil,este,1131.91
C013413,46.0,69.7,22,3,13.74,4.0,1,0,móvil,oeste,2966.44
C013414,25.0,47.24,15,5,8.69,4.0,0,1,móvil,este,1723.49
C013415,45.0,40.39,20,1,10.85,2.0,0,1,móvil,oeste,0.0
C013416,29.0,45.89,15,2,8.93,3.0,0,0,tablet,sur,571.97
C013417,24.0,39.64,16,0,12.64,2.0,0,0,móvil,oeste,0.0
C013418,18.0,21.9,15,2,9.53,3.0,0,0,móvil,oeste,1161.86
C013419,34.0,33.61,8,3,14.07,4.0,1,0,móvil,sur,700.69
C013420,27.0,40.09,18,5,12.06,4.0,1,0,móvil,este,2033.26
C013421,38.0,23.01,14,2,9.95,3.0,0,0,móvil,sur,192.69
C013422,38.0,27.26,12,0,7.88,4.0,0,1,móvil,oeste,0.0
C013423,37.0,30.41,14,1,8.23,3.0,0,0,tablet,este,467.3
C013424,23.0,26.13,18,1,8.05,2.0,0,0,móvil,oeste,448.94
C013425,22.0,26.1,10,0,9.11,1.0,0,0,móvil,sur,0.0
C013426,52.0,40.58,10,2,9.74,3.0,0,0,escritorio,este,774.39
C013427,32.0,36.95,12,2,11.64,2.0,0,0,móvil,oeste,708.6
C013428,45.0,53.38,20,3,31.61,2.0,1,0,móvil,este,1654.44
C013429,29.0,29.29,18,2,7.88,3.0,0,0,móvil,este,161.61
C013430,30.0,74.71,12,0,9.1,3.0,0,0,móvil,oeste,476.91
C013431,26.0,44.99,23,4,9.39,3.0,0,0,móvil,norte,1005.56
C013432,32.0,25.27,13,4,21.14,5.0,1,0,móvil,norte,2841.64
C013433,18.0,57.56,13,2,10.47,3.0,0,0,móvil,norte,902.54
C013434,42.0,31.23,13,0,7.73,2.0,0,0,móvil,este,0.0
C013435,36.0,20.12,9,0,11.62,2.0,0,0,escritorio,este,0.0
C013436,53.0,19.27,15,2,13.75,3.0,0,0,móvil,este,238.7
C013437,43.0,48.69,13,0,10.99,3.0,0,0,móvil,norte,309.31
C013438,19.0,40.42,15,3,8.54,3.0,0,1,móvil,oeste,487.12
C013439,35.0,27.07,14,5,11.27,4.0,0,0,móvil,sur,1225.61
C013440,33.0,57.35,18,2,7.83,3.0,0,0,móvil,oeste,257.14
C013441,44.0,26.61,13,3,12.5,4.0,1,1,móvil,oeste,725.31
C013442,22.0,36.87,6,2,12.11,2.0,0,0,escritorio,oeste,815.44
C013443,43.0,64.53,10,0,8.76,3.0,0,0,móvil,norte,0.0
C013444,48.0,30.76,14,3,8.54,4.0,0,0,escritorio,norte,2411.08
C013445,36.0,45.34,6,1,10.44,3.0,0,0,escritorio,oeste,226.13
C013446,32.0,31.42,17,1,10.36,2.0,0,0,móvil,este,0.0
C013447,24.0,43.46,14,3,12.05,3.0,1,0,escritorio,norte,2782.75
C013448,46.0,27.7,9,2,9.61,4.0,0,0,escritorio,norte,1243.34
C013449,24.0,72.38,15,2,11.4,3.0,0,0,móvil,norte,1406.31
C013450,31.0,47.37,15,2,12.49,2.0,1,1,móvil,oeste,354.71
C013451,26.0,57.22,11,0,9.45,3.0,0,0,móvil,oeste,0.0
C013452,45.0,64.24,16,3,10.73,3.0,0,0,móvil,oeste,420.36
C013453,33.0,31.2,17,3,8.38,3.0,0,0,móvil,oeste,1010.2
C013454,42.0,34.81,8,1,7.15,5.0,0,0,escritorio,este,513.78
C013455,55.0,35.99,21,6,12.25,3.0,0,0,móvil,sur,2713.63
C013456,40.0,36.0,16,3,8.56,3.0,0,0,móvil,norte,1487.03
C013457,56.0,35.54,8,0,9.7,3.0,0,0,escritorio,este,287.93
C013458,41.0,32.48,20,3,9.83,3.0,0,0,móvil,oeste,1265.42
C013459,26.0,56.56,12,4,12.27,4.0,1,1,móvil,norte,827.75
C013460,40.0,39.36,6,0,7.9,3.0,0,0,móvil,este,0.0
C013461,23.0,39.33,13,1,8.1,3.0,0,0,escritorio,este,586.79
C013462,33.0,37.17,10,0,7.39,4.0,0,0,móvil,oeste,174.17
C013463,36.0,49.85,12,2,9.32,2.0,0,0,móvil,este,1062.2
C013464,40.0,31.99,13,1,6.94,4.0,0,0,escritorio,sur,338.17
C013465,44.0,43.88,8,3,13.15,2.0,1,0,móvil,norte,2000.54
C013466,46.0,35.67,12,1,10.3,3.0,0,0,móvil,sur,411.75
C013467,40.0,30.55,15,3,11.66,3.0,1,0,tablet,sur,1298.08
C013468,45.0,37.88,12,2,16.03,3.0,1,0,móvil,oeste,1832.87
C013469,30.0,32.43,10,0,7.73,3.0,0,0,escritorio,este,194.28
C013470,30.0,50.35,9,1,9.77,3.0,0,0,móvil,este,394.36
C013471,26.0,34.67,10,3,9.88,2.0,0,1,móvil,sur,991.74
C013472,51.0,28.72,8,2,16.96,3.0,1,0,móvil,sur,1350.02
C013473,34.0,40.85,10,1,8.06,4.0,0,1,móvil,sur,57.71
C013474,59.0,17.49,19,1,10.12,3.0,0,0,móvil,este,75.33
C013475,52.0,32.8,13,0,9.1,3.0,0,0,móvil,sur,0.0
C013476,37.0,17.64,8,1,24.05,3.0,0,0,tablet,sur,104.41
C013477,22.0,40.5,8,2,14.22,4.0,1,0,tablet,sur,1010.76
C013478,33.0,50.5,7,2,10.28,3.0,0,0,escritorio,este,935.43
C013479,28.0,22.71,15,3,8.78,3.0,0,0,móvil,sur,259.47
C013480,32.0,34.26,12,3,14.22,3.0,1,0,móvil,sur,2448.76
C013481,32.0,35.88,16,2,8.26,4.0,0,0,móvil,este,301.69
C013482,22.0,27.02,14,3,7.33,3.0,0,0,móvil,oeste,1854.02
C013483,47.0,56.21,13,5,13.87,4.0,1,0,móvil,sur,1356.17
C013484,20.0,24.37,11,2,6.84,,0,0,escritorio,este,756.8
C013485,41.0,34.6,13,6,9.12,4.0,0,1,móvil,oeste,334.65
C013486,42.0,39.87,15,1,10.7,2.0,0,0,móvil,oeste,99.93
C013487,22.0,44.6,9,0,8.07,2.0,0,0,móvil,sur,0.0
C013488,28.0,53.02,10,2,9.42,4.0,0,1,tablet,oeste,276.38
C013489,38.0,25.35,9,0,7.58,3.0,0,1,móvil,norte,0.0
C013490,43.0,48.89,15,2,10.37,2.0,0,0,móvil,norte,552.94
C013491,28.0,65.55,11,1,9.99,5.0,0,0,móvil,norte,694.82
C013492,35.0,34.3,15,2,10.83,2.0,0,0,móvil,este,323.86
C013493,37.0,28.1,8,3,10.34,3.0,0,0,tablet,sur,1116.26
C013494,42.0,29.57,19,2,8.05,3.0,0,0,móvil,sur,402.36
C013495,23.0,37.73,10,2,9.44,2.0,0,0,móvil,este,1431.66
C013496,36.0,16.22,16,1,7.82,2.0,0,0,móvil,sur,46.39
C013497,30.0,79.16,23,2,11.15,2.0,0,0,móvil,oeste,1093.44
C013498,37.0,52.33,11,1,7.41,2.0,0,0,móvil,este,320.16
C013499,31.0,27.26,7,2,11.48,4.0,1,0,móvil,sur,1043.76
C013500,21.0,35.92,17,0,9.7,2.0,0,0,móvil,este,250.33
C013501,29.0,36.62,18,5,13.8,3.0,0,0,móvil,oeste,2132.13
C013502,25.0,23.56,12,1,7.5,2.0,0,0,móvil,oeste,677.59
C013503,47.0,51.92,14,6,14.8,,1,1,móvil,oeste,996.03
C013504,27.0,39.71,8,1,15.82,3.0,0,0,tablet,oeste,0.0
C013505,43.0,35.0,8,2,8.61,3.0,0,0,escritorio,norte,1610.87
C013506,31.0,19.47,12,2,8.01,2.0,0,1,escritorio,oeste,0.0
C013507,22.0,18.54,8,2,11.95,3.0,1,0,tablet,oeste,0.0
C013508,18.0,50.97,15,2,10.26,1.0,0,0,móvil,norte,806.63
C013509,48.0,55.72,13,1,10.39,2.0,0,0,móvil,sur,33.73
C013510,31.0,35.64,17,2,7.5,3.0,0,1,móvil,norte,738.05
C013511,30.0,93.02,9,0,15.03,3.0,0,0,escritorio,este,0.0
C013512,21.0,31.79,10,0,12.48,2.0,0,0,móvil,oeste,0.0
C013513,21.0,41.28,12,0,9.26,2.0,0,0,tablet,norte,409.32
C013514,29.0,41.86,19,2,10.34,3.0,0,0,móvil,norte,621.28
C013515,27.0,29.41,14,0,8.78,,0,0,móvil,sur,0.0
C013516,51.0,48.64,15,2,8.51,3.0,0,1,móvil,norte,424.67
C013517,42.0,39.52,19,3,7.59,2.0,0,0,móvil,sur,334.95
C013518,27.0,37.95,11,0,14.15,3.0,0,0,escritorio,oeste,120.64
C013519,18.0,72.36,11,2,10.08,3.0,0,0,escritorio,norte,1250.78
C013520,35.0,27.51,12,0,8.07,3.0,0,0,escritorio,norte,0.0
C013521,40.0,24.34,11,1,11.3,2.0,0,0,tablet,norte,392.85
C013522,29.0,47.01,15,0,8.46,2.0,0,1,móvil,norte,0.0
C013523,29.0,18.32,14,3,7.69,5.0,0,0,móvil,norte,1522.94
C013524,44.0,61.1,11,1,10.05,3.0,0,0,escritorio,este,720.7
C013525,38.0,35.08,14,0,10.94,4.0,0,0,móvil,oeste,0.0
C013526,37.0,46.87,20,0,7.99,3.0,0,0,móvil,este,383.87
C013527,29.0,33.68,10,2,8.32,3.0,0,0,móvil,sur,797.56
C013528,46.0,50.47,20,2,8.52,3.0,0,0,móvil,oeste,0.0
C013529,21.0,23.7,8,1,13.36,2.0,1,0,escritorio,sur,558.98
C013530,38.0,66.05,12,1,8.95,3.0,0,0,móvil,norte,556.08
C013531,29.0,32.06,10,1,8.62,4.0,0,0,móvil,norte,337.84
C013532,43.0,40.88,9,1,11.9,,1,0,escritorio,oeste,907.58
C013533,24.0,39.57,19,2,6.98,,0,0,móvil,norte,842.53
C013534,24.0,38.41,11,2,11.73,1.0,1,0,móvil,este,1896.67
C013535,37.0,43.61,7,2,9.19,5.0,0,0,tablet,este,747.22
C013536,27.0,24.72,13,2,14.13,3.0,1,0,escritorio,norte,1194.59
C013537,18.0,77.44,14,1,9.96,3.0,0,0,escritorio,norte,836.52
C013538,41.0,55.62,9,0,13.99,4.0,0,0,escritorio,oeste,114.6
C013539,49.0,48.67,9,2,15.91,3.0,1,0,móvil,este,1324.29
C013540,32.0,51.47,6,0,10.51,3.0,0,0,escritorio,norte,0.0
C013541,46.0,38.72,9,0,13.28,3.0,0,0,móvil,oeste,236.13
C013542,26.0,31.67,9,1,8.1,2.0,0,0,móvil,sur,0.0
C013543,25.0,84.61,11,2,12.08,3.0,0,1,escritorio,este,375.88
C013544,37.0,35.19,5,1,9.89,3.0,0,0,móvil,oeste,425.31
C013545,33.0,42.34,12,2,8.48,2.0,0,0,móvil,norte,1761.1
C013546,40.0,23.1,4,0,9.08,5.0,0,0,escritorio,oeste,0.0
C013547,18.0,37.62,4,1,12.73,4.0,0,0,móvil,norte,328.45
C013548,33.0,33.55,22,3,11.26,4.0,1,0,móvil,este,1967.84
C013549,28.0,28.21,13,2,10.41,4.0,0,0,móvil,este,584.09
C013550,63.0,21.07,8,1,7.99,3.0,0,1,escritorio,oeste,42.51
C013551,51.0,22.26,13,2,15.93,5.0,1,0,móvil,este,1004.89
C013552,34.0,44.74,12,0,8.49,2.0,0,0,móvil,sur,395.32
C013553,30.0,45.51,16,3,9.46,3.0,0,0,móvil,este,1637.8
C013554,36.0,34.92,8,0,10.63,3.0,0,0,tablet,oeste,148.53
C013555,35.0,25.96,18,0,12.98,3.0,0,0,móvil,sur,0.0
C013556,30.0,71.85,6,2,9.62,4.0,0,0,tablet,norte,1099.82
C013557,19.0,40.79,17,2,10.01,4.0,0,0,móvil,este,455.59
C013558,32.0,44.27,15,2,7.27,3.0,0,0,móvil,norte,1910.41
C013559,49.0,37.55,13,0,7.95,4.0,0,0,escritorio,sur,372.99
C013560,31.0,40.57,16,4,18.18,4.0,0,0,móvil,norte,1203.09
C013561,46.0,41.66,11,1,13.0,4.0,0,0,móvil,sur,619.88
C013562,25.0,74.58,12,0,17.83,4.0,0,0,móvil,oeste,0.0
C013563,26.0,17.5,8,1,7.39,2.0,0,0,escritorio,este,656.48
C013564,46.0,37.14,14,0,19.58,2.0,0,1,escritorio,sur,0.0
C013565,40.0,37.08,11,1,16.08,2.0,0,0,móvil,oeste,433.46
C013566,53.0,22.12,16,3,10.77,4.0,1,0,móvil,norte,1112.94
C013567,33.0,27.23,11,3,13.94,2.0,0,1,tablet,oeste,174.86
C013568,52.0,37.95,8,1,8.49,4.0,0,1,tablet,este,0.0
C013569,38.0,58.97,14,0,8.69,2.0,0,0,móvil,norte,125.85
C013570,31.0,27.04,8,2,8.92,5.0,0,0,escritorio,este,893.6
C013571,24.0,35.31,9,1,7.62,2.0,0,0,escritorio,este,934.82
C013572,27.0,36.04,7,0,9.13,2.0,0,1,móvil,norte,373.99
C013573,38.0,39.39,12,4,8.7,4.0,0,1,tablet,oeste,1408.54
C013574,35.0,35.93,12,4,8.75,3.0,0,0,móvil,este,1699.8
C013575,21.0,23.33,7,2,8.03,4.0,0,0,tablet,este,667.15
C013576,,22.92,9,0,10.48,2.0,0,0,móvil,norte,0.0
C013577,39.0,28.53,12,3,8.77,3.0,0,0,móvil,este,1392.08
C013578,21.0,55.27,15,5,13.55,2.0,1,0,escritorio,este,3448.4
C013579,52.0,41.15,13,1,8.31,2.0,0,0,tablet,sur,217.11
C013580,37.0,38.8,9,0,7.59,4.0,0,0,móvil,sur,359.69
C013581,34.0,37.76,14,3,7.88,4.0,0,0,escritorio,norte,2018.03
C013582,26.0,18.87,8,1,8.07,2.0,0,0,móvil,oeste,165.7
C013583,40.0,59.12,11,4,9.41,3.0,0,0,móvil,oeste,842.81
C013584,18.0,53.15,10,2,8.23,3.0,0,0,escritorio,este,749.47
C013585,41.0,35.95,9,1,7.6,3.0,0,0,móvil,oeste,451.73
C013586,50.0,25.98,10,1,7.62,3.0,0,0,móvil,sur,572.21
C013587,32.0,65.33,15,3,11.43,4.0,0,0,tablet,sur,1513.4
C013588,30.0,39.87,10,1,7.1,3.0,0,1,móvil,sur,118.88
C013589,59.0,50.27,10,0,13.37,3.0,0,0,móvil,este,0.0
C013590,30.0,52.18,5,0,10.33,4.0,0,0,móvil,este,71.88
C013591,36.0,28.98,17,0,7.1,4.0,0,0,móvil,este,79.67
C013592,27.0,23.77,8,1,7.64,4.0,0,0,escritorio,oeste,395.19
C013593,24.0,42.36,11,0,13.12,2.0,0,0,escritorio,oeste,232.21
C013594,18.0,23.76,18,2,8.61,2.0,0,0,móvil,sur,1108.16
C013595,52.0,30.89,7,0,7.27,3.0,0,0,escritorio,sur,0.0
C013596,38.0,27.24,12,0,10.12,3.0,0,0,móvil,sur,83.14
C013597,42.0,43.7,14,2,13.49,3.0,0,0,móvil,norte,724.26
C013598,29.0,53.67,12,3,14.48,2.0,1,0,móvil,norte,2987.59
C013599,45.0,52.88,11,2,17.37,4.0,1,0,móvil,sur,1334.78
C013600,30.0,31.72,11,1,11.34,2.0,1,0,escritorio,norte,738.97
C013601,39.0,36.29,12,1,12.63,3.0,0,0,tablet,este,283.04
C013602,45.0,54.06,7,0,24.34,2.0,0,0,escritorio,sur,0.0
C013603,34.0,45.86,8,2,12.5,3.0,1,0,escritorio,sur,715.06
C013604,36.0,30.67,15,2,8.08,3.0,0,0,móvil,norte,435.21
C013605,38.0,43.56,12,2,11.63,2.0,1,0,tablet,oeste,921.06
C013606,34.0,36.9,18,1,9.97,2.0,0,0,móvil,norte,204.12
C013607,41.0,64.09,16,5,11.92,3.0,0,0,móvil,sur,2000.27
C013608,40.0,40.93,14,0,7.39,,0,0,móvil,norte,0.0
C013609,25.0,32.13,10,0,8.73,2.0,0,0,tablet,este,92.39
C013610,25.0,54.29,10,1,12.6,1.0,1,0,escritorio,oeste,239.16
C013611,24.0,24.68,5,1,8.77,2.0,0,1,tablet,este,1.61
C013612,27.0,29.86,20,7,13.42,3.0,1,0,móvil,oeste,5278.7
C013613,27.0,32.72,25,5,8.37,5.0,0,0,móvil,oeste,1486.37
C013614,45.0,83.7,16,0,11.9,3.0,0,0,móvil,norte,0.0
C013615,30.0,55.1,14,2,11.89,3.0,0,0,móvil,norte,796.2
C013616,36.0,26.73,12,2,8.43,4.0,0,0,móvil,este,1397.62
C013617,44.0,33.62,12,1,7.4,3.0,0,1,escritorio,norte,581.66
C013618,33.0,24.02,21,4,8.71,3.0,0,0,móvil,este,1247.66
C013619,33.0,39.88,9,1,11.22,4.0,0,0,tablet,sur,285.55
C013620,44.0,41.66,18,1,7.5,3.0,0,0,móvil,norte,361.78
C013621,50.0,27.03,10,2,11.89,4.0,1,0,móvil,oeste,597.11
C013622,18.0,27.03,14,2,7.31,5.0,0,0,móvil,norte,828.57
C013623,32.0,35.94,10,2,10.4,3.0,1,0,móvil,este,642.61
